OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
593711-37,299,204,203,203,11
531251-1,420,313,313,311,11
539911-22,668,310,310,308,11
599212-1,1078,596,596,595,11
505366-3,69,49,49,49,11
549517-2,252,173,173,172,11
571130-1,175,113,113,110,11
500496-85,574,417,417,414,11
597091-1,613,434,434,431,11
558346-2,173,116,116,116,11
596612-2,50,44,44,43,11
546097-1,624,413,413,412,11
580490-1,249,134,134,133,11
555321-8,653,325,325,324,11
550973-23055,539,382,380,378,11
561151-1,522,248,248,247,11
576999-1,678,443,442,440,11
552046-5,382,290,290,288,11
567442-16,1717,403,403,399,11
541630-18,967,564,564,561,11
554642-17,582,362,362,361,11
560863-1,746,381,381,379,11
540030-2,544,327,327,325,11
551031-20018,792,541,539,537,11
598810-5,612,389,389,389,11
589080-1,237,122,122,122,11
551643-1,271,181,181,180,11
578088-1,102,67,67,66,11
589250-11,586,372,370,368,11
573469-1,296,181,181,179,11
576948-1,186,112,112,112,11
585068-23,929,660,660,657,11
500054-1010,560,372,372,370,11
555291-1,1010,643,643,641,11
500143-5045,735,508,508,507,11
556904-13,344,244,244,244,11
512991-1,143,104,104,103,11
507580-1,685,424,424,423,11
546135-11051,792,460,460,458,11
507377-2,259,138,138,137,11
569518-1,567,421,421,421,11
507181-1,785,476,476,475,11
559903-1,522,321,321,321,11
592081-1,625,400,400,399,11
500224-10087,548,342,342,340,11
563129-11,865,414,414,413,11
500119-4033,748,485,485,482,11
500119-4022,679,403,403,398,11
563200-1,690,432,432,428,11
571938-1,220,167,167,165,11
541281-1,920,538,537,534,11
517585-1,321,200,200,198,11
546470-1,129,78,78,74,11
534927-1,849,577,577,575,11
574716-1022,748,528,528,527,11
583715-1,513,332,332,330,11
593401-1,353,208,208,207,11
512028-1,1462,925,925,921,11
577189-3,63,43,43,43,11
530883-10,903,601,601,601,11
591998-1,482,292,292,289,11
565971-1,590,318,318,317,11
546968-3,109,70,70,68,11
574716-1010,688,441,441,441,11
562432-1,938,497,497,494,11
534676-12,915,568,568,568,11
533203-2,811,304,304,304,11
549240-6,731,461,459,458,11
596230-4,955,657,656,655,11
585068-45,1014,613,613,610,11
567027-8,540,387,387,385,11
511382-21,440,286,286,282,11
592145-2,1340,831,830,828,11
568988-5,798,527,527,526,11
540382-2,315,174,174,173,11
598917-55,1044,578,578,573,11
573876-1,226,179,179,177,11
536130-1,347,232,232,228,11
562262-1,1070,598,598,594,11
568449-1,501,349,349,347,11
514705-4,843,450,450,448,11
571113-2,541,440,439,438,11
543128-1,775,444,444,439,11
550167-3,82,50,50,49,11
559997-2,831,513,513,508,11
586692-1,588,356,356,353,11
550175-1,335,229,229,227,11
550906-1,339,234,234,234,11
546003-3042,582,390,390,386,11
568414-25,265,185,185,183,11
533548-1,305,207,207,206,11
552992-1,628,412,412,409,11
538213-20004,887,660,659,657,11
571113-1,623,407,407,405,11
595420-1,129,98,98,98,11
545201-8,368,226,226,222,11
556891-1003,1092,686,686,679,11
535222-2,858,512,512,510,11
546208-4022,1107,824,824,819,11
592722-1,891,617,617,613,11
565229-5,593,337,335,335,11
586196-1,491,280,280,280,11
539511-1,537,360,360,353,11
500097-3037,915,548,548,546,11
588601-2,807,501,501,499,11
547581-1,510,357,357,355,11
500208-8098,565,425,424,420,11
576751-1,337,252,252,252,11
537349-1,170,107,107,107,11
529303-14,625,412,412,412,11
554065-1,541,323,323,321,11
572926-4,893,592,592,587,11
539406-1,1067,820,819,818,11
599808-1,991,460,460,460,11
542008-1,105,57,57,57,11
552054-7,102,77,77,75,11
587711-5,207,151,151,149,11
595667-1,259,171,171,169,11
578444-11,1037,342,342,342,11
548545-1,58,42,42,42,11
586943-3,109,75,75,75,11
535419-17,432,275,273,272,11
592579-1,546,329,329,328,11
531057-9,787,428,428,426,11
500224-10045,744,534,534,529,11
539694-13023,877,661,661,654,11
567850-1,732,336,336,334,11
544256-75,724,456,456,453,11
590436-1,441,308,308,305,11
590789-4,776,487,487,487,11
573965-3,804,537,537,530,11
555088-20,806,434,433,431,11
594075-2,45,22,22,22,11
589250-38,1028,652,652,651,11
576352-1,256,183,183,180,11
561134-2,1098,544,544,542,11
555321-32,753,504,503,503,11
562394-1,976,469,469,466,11
571504-1,286,179,179,178,11
598658-1,79,66,66,66,11
597007-11,484,330,330,328,11
556912-2,130,71,71,69,11
575763-1,260,182,182,182,11
544868-1,804,446,446,442,11
551228-12003,932,646,646,645,11
588521-2,86,52,52,52,11
581283-2,350,272,270,270,11
593249-1,420,245,243,243,11
501298-3017,800,448,448,445,11
551856-1,561,308,308,306,11
556904-7,928,579,578,575,11
533041-1,1114,678,678,673,11
588458-13,297,201,201,201,11
556505-1,171,114,114,112,11
500496-26,893,534,533,525,11
546135-11055,800,467,467,464,11
569810-40,961,679,679,674,11
537501-2,1960,736,736,736,11
503444-2,674,423,423,420,11
589250-42,952,672,672,666,11
568601-1,656,433,433,427,11
593788-1,514,339,339,337,11
546224-15043,678,383,383,378,11
593559-8,532,351,351,348,11
555126-2011,731,434,434,431,11
556301-1,616,383,382,380,11
595403-1,160,122,122,121,11
532622-1,346,231,231,230,11
552046-1,1643,655,655,649,11
523704-1,1598,428,428,420,11
599069-19,915,434,434,431,11
565318-3,97,74,73,73,11
537683-7,773,591,591,590,11
535729-1,269,172,172,171,11
547107-12031,725,501,500,494,11
599191-8,954,678,678,674,11
581283-28,414,263,263,260,11
554545-1,1213,628,628,622,11
573370-1,352,235,235,235,11
542784-1,899,494,494,494,11
573868-18,725,487,487,483,11
571385-4,542,349,349,347,11
563820-5,1235,761,759,754,11
549347-1,929,617,617,607,11
598968-5,568,388,388,388,11
500496-72,819,560,558,558,11
592145-1,1129,691,691,684,11
550850-2,756,457,456,455,11
551007-13015,909,514,514,509,11
553786-8,290,209,209,208,11
532835-2,747,402,402,393,11
580015-4,802,446,446,446,11
529931-1,391,287,287,284,11
561380-26,727,390,390,387,11
552348-1,558,322,322,319,11
500224-10095,561,366,366,361,11
568414-11,630,383,383,383,11
556904-17,982,731,731,731,11
579785-2,264,167,166,164,11
533947-1,1003,645,645,638,11
500216-9007,912,582,582,580,11
560618-1,259,92,92,91,11
500143-5037,1035,749,749,749,11
562971-20,884,518,518,510,11
569984-1,351,261,261,261,11
564567-17,665,476,475,470,11
545236-3,399,270,270,268,11
567515-6,958,456,456,453,11
546003-3005,848,341,341,340,11
566616-1,821,518,518,513,11
542610-2,185,129,129,129,11
567027-52,1069,518,517,514,11
585866-1,925,595,595,594,11
595098-1,678,442,442,440,11
551562-1,524,235,235,234,11
547492-15,158,104,104,103,11
531570-1,146,103,103,102,11
565229-9,908,420,420,416,11
555321-4,669,325,324,322,11
578428-2,134,103,103,103,11
565725-1,110,80,80,79,11
500178-6062,638,459,459,454,11
560120-1,1437,861,860,856,11
598941-2,1044,647,647,641,11
553417-2,622,439,439,438,11
545970-1020,703,468,468,467,11
500208-8023,692,449,449,442,11
513750-20,784,538,538,525,11
549851-1,221,163,163,162,11
546011-1,358,210,210,210,11
500119-4004,591,310,310,307,11
569810-29,898,663,663,660,11
563439-1,483,272,272,272,11
599433-1,416,300,300,298,11
539911-17,533,325,325,320,11
538582-3,158,113,113,113,11
591998-3,150,111,111,110,11
596647-1,416,292,292,292,11
581682-1,1312,915,915,907,11
546127-8,518,351,351,349,11
595209-20,716,433,433,428,11
537152-1,628,453,453,451,11
578037-1,236,168,168,166,11
564176-1,295,207,207,203,11
551031-20033,626,488,487,486,11
500178-6051,534,366,365,364,11
581011-1,155,105,105,105,11
569810-12,943,576,576,576,11
562751-3,322,106,106,106,11
550973-23011,576,243,243,243,11
541231-3,512,323,323,323,11
586846-41,598,347,346,344,11
544256-52,931,585,585,583,11
535222-3,447,285,285,284,11
536571-1,438,253,253,253,11
546135-11073,1002,555,555,555,11
576204-1,578,386,386,384,11
560499-4,948,499,499,495,11
555088-44,779,503,503,502,11
545988-2015,1848,520,520,509,11
592749-4,1211,747,747,743,11
583057-1,566,408,408,407,11
554464-1,151,105,105,104,11
560812-1,891,465,465,463,11
533165-6,672,324,324,323,11
598011-3,982,698,696,696,11
563617-1,176,129,129,128,11
598003-36,637,390,390,388,11
541885-1,264,162,162,162,11
593192-1,339,242,242,241,11
529303-17,863,592,592,588,11
584291-4,1148,769,769,762,11
585092-1,634,428,428,426,11
540781-1,595,406,406,404,11
554979-1,849,454,454,454,11
550035-1,282,174,174,174,11
531847-1,748,526,525,522,11
579858-8,935,658,658,658,11
502405-1,484,309,309,308,11
592056-1,663,413,413,413,11
500496-95,925,515,515,508,11
546003-3025,605,405,405,405,11
542814-1,1623,1054,1052,1050,11
560014-1,1201,737,736,736,11
566985-16,737,417,417,412,11
554961-14,790,515,515,512,11
564753-1,321,198,198,196,11
547034-11033,829,584,583,582,11
585068-21,597,430,430,429,11
595934-1,170,116,116,114,11
533971-2,106,72,72,71,11
549860-1,278,175,175,173,11
563935-1,465,239,239,238,11
550787-14,892,587,587,583,11
552585-1,595,398,398,396,11
546224-15014,692,348,348,346,11
999997-27,113,97,97,97,11
557064-3006,776,569,568,564,11
552534-1,486,339,339,338,11
598810-37,731,429,429,426,11
544256-42,761,495,495,490,11
502081-2004,999,492,492,489,11
584215-1,1011,680,680,677,11
593664-1,560,403,403,401,11
500119-4038,676,460,460,456,11
559300-3,894,531,531,530,11
533955-8,790,547,547,546,11
551058-29013,833,490,490,487,11
557366-3,144,74,74,74,11
568317-1,395,211,211,209,11
540439-1,733,467,467,465,11
583251-2,1215,813,813,807,11
517666-1,393,214,214,212,11
569046-1,539,369,369,369,11
567639-8,1063,302,302,298,11
570273-1,236,179,179,175,11
551244-19004,880,590,590,589,11
567477-1,979,550,550,546,11
546208-4007,907,546,545,542,11
511382-18,898,472,472,468,11
548081-1,709,494,494,492,11
533572-1,613,405,405,403,11
529575-1,115,61,61,60,11
536580-1,540,365,365,364,11
557064-3013,934,594,593,593,11
505269-2,163,121,121,120,11
547387-15014,793,546,543,541,11
555274-1,410,290,290,289,11
599212-2,265,159,159,159,11
545902-1,227,146,146,146,11
597180-15,821,433,433,433,11
529974-3,144,109,109,109,11
588113-1,1046,736,736,732,11
503444-4,1122,715,715,706,11
590576-1,680,461,461,456,11
523704-14,830,578,578,574,11
546992-2,63,50,50,50,11
577600-1,95,75,75,75,11
567329-1,394,201,201,201,11
545155-1,320,190,190,188,11
534951-10,713,412,407,407,11
561932-1,167,121,121,120,11
595209-5,868,640,640,639,11
597007-1,832,552,551,550,11
500216-9037,734,532,532,527,11
533114-3,132,90,90,90,11
551295-21004,1093,750,748,745,11
545872-1,332,229,229,228,11
564842-1,216,141,141,141,11
556718-1,385,261,261,261,11
500208-8056,831,585,585,579,11
999997-6,16,16,16,16,11
546135-11071,964,322,322,322,11
598071-2,504,361,361,359,11
553522-1,73,66,66,66,11
548561-2,1083,662,662,659,11
557978-10001,994,688,688,685,11
593532-1,530,303,302,299,11
563251-1,96,68,68,68,11
588768-1,1066,614,613,611,11
545058-22,945,537,537,537,11
554642-2,635,385,383,379,11
564095-4,784,497,497,493,11
539490-1,627,480,480,476,11
593001-1,929,620,620,618,11
562297-2,692,380,380,377,11
599565-12,1080,576,576,573,11
500054-1009,919,631,629,625,11
577731-2,666,394,394,394,11
551287-14012,947,558,558,554,11
567027-2,543,331,331,330,11
536920-1,182,109,109,109,11
511935-1,1046,707,707,706,11
545970-1050,710,416,416,415,11
562971-37,983,412,412,411,11
599077-3,1418,808,806,806,11
546097-2,141,106,106,104,11
541630-8,827,496,496,494,11
539911-16,734,434,434,432,11
555088-9,701,344,344,342,11
582646-4,104,72,71,71,11
557838-1,890,470,470,468,11
569968-1,450,289,289,287,11
585599-3,1007,630,629,626,11
571989-1,215,154,154,153,11
999997-107,23,10,10,10,11
578649-1,129,93,93,93,11
574911-1,770,443,443,441,11
574121-13,839,336,336,331,11
593907-1,285,168,168,167,11
581101-1,228,154,154,154,11
574082-2,882,553,552,549,11
561533-1,1137,666,666,665,11
507016-1,1391,523,521,516,11
542415-2,109,82,82,82,11
534374-1,133,78,78,78,11
568601-2,85,60,60,60,11
567442-24,667,443,443,439,11
500186-7029,653,503,493,490,11
599085-2,856,350,350,348,11
500119-4101,501,374,374,370,11
500224-10083,526,341,341,338,11
549223-1,129,76,76,75,11
551180-1,104,56,56,56,11
571041-8,213,140,140,140,11
590266-31,977,690,690,685,11
586846-35,724,471,471,465,11
555452-1,604,387,387,386,11
547417-18001,1274,605,604,603,11
588296-22,187,114,114,112,11
535192-1,355,209,209,206,11
537004-13,750,489,489,488,11
594482-6,640,396,396,395,11
556831-3,1060,709,709,706,11
562581-1,1176,502,502,497,11
575640-5,138,99,99,98,11
999997-41,14,13,13,13,11
564265-1,1096,568,568,566,11
575178-4,93,63,63,62,11
538388-35001,285,193,193,192,11
511382-4,495,311,311,311,11
500496-8,830,559,558,553,11
570257-1,125,96,95,94,11
585068-25,905,596,596,594,11
586722-10,870,497,497,493,11
583197-1,680,499,497,493,11
587923-1,497,353,353,351,11
576069-10,729,482,482,477,11
511382-34,770,478,478,477,11
591637-1,561,418,418,417,11
566063-1,260,116,116,114,11
540757-1,720,461,461,459,11
536628-1,80,61,61,58,11
548324-1,67,51,51,45,11
500119-4011,569,366,366,360,11
500143-5049,668,404,404,402,11
561380-28,937,451,451,451,11
546224-15004,753,430,430,428,11
594172-1,457,304,304,300,11
575071-2,1177,748,747,746,11
537403-1,312,197,197,195,11
552534-2,424,321,321,321,11
541478-1,685,454,454,453,11
573094-2,934,598,598,597,11
529753-1,61,46,46,45,11
598968-4,781,526,526,525,11
534579-1,326,224,224,223,11
538540-1,1274,891,890,887,11
589250-44,419,264,264,263,11
561177-1,86,79,79,78,11
539627-5,905,713,713,713,11
571211-1,538,399,399,399,11
500224-10055,652,454,454,451,11
551031-20039,697,475,475,472,11
999997-37,67,50,50,50,11
531057-16,80,60,60,60,11
565962-2,345,241,241,241,12
549339-1,761,461,461,456,12
554863-1,311,208,208,205,12
566616-3,1108,487,487,482,12
588920-1,429,266,265,263,12
536652-1,554,335,335,333,12
599191-2,880,519,519,519,12
500496-74,1056,679,678,673,12
598003-3,1270,628,628,627,12
561215-3,1169,671,671,661,12
567027-16,2481,351,351,350,12
554308-12001,1218,821,821,817,12
572306-1,158,98,98,97,12
585068-2,741,446,446,445,12
570044-1,400,228,228,227,12
554961-17,481,339,339,336,12
572225-2,230,140,140,138,12
577677-1,491,365,365,362,12
559300-4,845,506,505,503,12
546135-11048,993,422,422,421,12
570532-1,385,271,271,271,12
573124-3,77,55,55,55,12
537764-1,926,535,535,531,12
513636-1,243,185,185,184,12
538094-4,700,472,472,470,12
532657-1,214,127,127,127,12
577910-1,366,259,259,259,12
582123-1,98,83,83,83,12
535079-2,429,288,288,287,12
593117-1,1012,550,550,548,12
578444-5,788,543,543,540,12
531910-2,154,119,119,119,12
598917-56,668,420,417,416,12
535087-14,1110,784,784,779,12
513628-1,200,142,142,142,12
594059-1,278,183,183,181,12
575569-1,226,164,164,161,12
545911-8032,815,467,467,467,12
591254-1,651,344,344,343,12
585114-1,1151,640,640,639,12
534595-1,559,363,363,361,12
555088-36,832,561,561,555,12
562971-19,780,482,482,479,12
571385-7,276,197,197,195,12
565059-1,362,180,180,180,12
555771-15,908,598,598,598,12
560715-14,55,36,36,36,12
559776-1,994,613,611,605,12
561860-6,651,415,415,413,12
598933-1,843,461,461,456,12
531961-2,151,99,99,99,12
514152-1,921,583,583,578,12
599085-1,774,417,417,414,12
562297-1,604,310,310,305,12
592005-19,765,514,514,514,12
580350-6,1907,1122,1122,1115,12
588458-12,436,296,296,295,12
559075-4,692,455,454,453,12
572217-1,375,253,253,251,12
584843-1,832,495,495,488,12
567451-2,989,526,526,526,12
550787-15,652,386,386,385,12
550728-4,95,59,59,59,12
550451-1,430,271,271,271,12
540111-3,1133,817,817,811,12
551279-26006,983,644,643,640,12
588296-16,865,591,590,590,12
577693-2,165,126,126,125,12
583782-3,1198,664,664,661,12
587991-1,44,24,24,24,12
589292-1,364,237,237,237,12
546046-19019,539,286,286,286,12
584631-3,183,117,116,116,12
576328-1,91,72,72,71,12
506699-1,251,195,195,194,12
545970-1026,691,451,451,448,12
547034-11027,918,630,630,629,12
558427-1,755,493,493,489,12
532908-1,578,356,356,353,12
563005-1,224,142,142,142,12
566985-8,989,562,561,556,12
541630-15,612,435,435,433,12
549258-1,441,270,269,268,12
511382-48,609,263,263,263,12
534633-6,888,488,488,486,12
500496-56,623,409,409,407,12
547107-12007,2143,662,662,660,12
554481-5,716,296,296,295,12
563510-4,612,323,323,323,12
533521-1,266,169,169,169,12
546224-15015,603,266,266,264,12
596710-1,140,92,92,92,12
573990-4,698,429,429,427,12
506320-3,137,74,74,72,12
553450-1,755,392,391,388,12
553441-1,869,429,429,428,12
550060-1,256,166,166,165,12
569810-81,750,589,589,585,12
566900-1,430,249,249,248,12
596132-1,119,83,83,82,12
500119-4132,3085,371,371,367,12
555771-5,1034,658,658,652,12
576891-6,73,58,58,56,12
532061-1,458,295,294,293,12
594733-1,156,117,117,116,12
544256-63,650,386,386,385,12
592366-1,381,244,244,242,12
545881-13,722,458,458,456,12
580511-2,870,569,569,568,12
577308-2,1092,761,761,759,12
539911-6,677,463,463,462,12
577731-14,720,466,466,464,12
565164-4,325,195,195,194,12
550990-27022,563,393,392,388,12
568775-1,803,568,568,566,12
574716-1003,660,410,410,410,12
590908-1,311,246,246,245,12
536326-5,658,461,461,459,12
588024-5,651,450,450,449,12
537098-1,196,140,140,139,12
558796-1,362,252,252,252,12
573418-1,490,359,359,355,12
561215-4,1155,740,740,734,12
538213-20011,991,710,709,706,12
531839-1,678,494,494,486,12
539481-1,382,233,233,233,12
541524-2,135,92,92,90,12
506753-1,264,175,175,174,12
567027-5,612,317,317,315,12
593842-1,744,327,327,323,12
566152-2,145,89,89,89,12
545112-1,240,156,156,156,12
545210-1,840,591,591,590,12
552534-4,344,250,250,249,12
587605-1,107,79,79,79,12
554961-4,467,262,262,261,12
547204-1,422,225,225,225,12
561380-24,871,451,451,449,12
500224-10073,808,532,532,530,12
544248-2,106,78,78,76,12
565661-1,65,43,43,42,12
552496-2,662,492,492,490,12
567442-22,1046,457,456,452,12
597520-23,835,434,434,433,12
556912-1,365,228,228,227,12
500135-1,135,64,64,64,12
569810-36,523,368,368,365,12
546089-1,998,467,467,467,12
545058-11,636,400,399,397,12
500143-5034,651,316,316,313,12
546135-11059,849,527,527,525,12
586846-46,681,463,455,454,12
533165-8,1032,664,664,664,12
549312-1,130,79,79,78,12
530573-8,136,97,97,95,12
538094-2,751,513,513,512,12
565555-1,618,405,404,402,12
595209-3,801,521,521,519,12
596604-1,95,62,62,60,12
545988-2003,676,326,326,324,12
547387-15004,665,501,501,500,44
500089-2017,776,484,483,482,12
551198-3004,792,572,572,569,12
541150-1,642,435,435,435,12
573019-1,48,35,35,35,12
533041-2,1058,626,625,623,12
500216-9018,1142,825,822,822,12
540871-1,364,173,173,170,12
597635-1,1265,750,750,746,12
542610-1,265,183,182,182,12
552658-1,615,447,447,442,12
562718-1,687,442,441,440,12
534951-12,758,474,474,471,12
555088-54,755,480,480,477,12
531057-7,711,449,448,447,12
564443-1,238,170,169,169,12
532053-31,916,498,498,495,12
534676-3,567,412,410,408,12
585505-1,485,341,341,339,12
582212-1,516,315,314,310,12
555321-29,601,340,340,340,12
598291-1,460,313,313,311,12
561886-1,255,168,168,168,12
568414-12,508,317,317,314,12
550973-23003,816,500,500,496,12
537462-1,305,197,197,197,12
587711-3,889,620,619,619,12
500186-7026,660,477,477,474,12
532754-1,252,158,158,157,12
547760-1,1236,784,784,772,12
547034-11014,762,428,427,424,12
598003-31,679,400,400,393,12
513199-3,226,163,163,161,12
580872-1,558,418,417,416,12
589217-1,384,208,208,207,12
584649-4,883,535,534,530,12
583928-1,355,242,242,239,12
580031-8,832,565,565,562,12
500224-10060,690,430,428,422,12
593001-2,1001,652,651,649,12
535451-4,1111,703,703,701,12
583120-13,242,178,178,177,12
592731-5,1022,704,704,703,12
562971-38,808,314,313,313,12
529486-3,42,31,31,30,12
566021-1,388,206,206,206,12
558427-2,956,653,653,650,12
571393-3,830,574,574,571,12
561380-13,738,400,400,397,12
571806-1,223,166,166,164,12
551031-20016,678,453,453,452,12
598143-4,662,486,486,482,12
578576-7,701,488,488,487,12
546224-15035,610,349,349,349,12
500496-6,494,312,312,311,12
584223-1,1168,615,612,612,12
598968-3,767,450,450,446,12
576069-11,963,586,586,585,12
589250-29,734,411,411,410,12
547913-2,218,165,165,165,12
564044-4,217,136,136,135,12
583821-1,623,418,417,417,12
595284-1,242,157,157,157,12
557536-4,122,86,86,86,12
596230-2,1105,712,710,704,12
569810-35,1019,634,632,630,12
537870-1,434,265,264,260,12
577812-1,128,92,92,92,12
586846-11,850,609,609,608,12
531189-5,859,530,530,527,12
595411-6,1082,577,577,573,12
569631-1,1529,1026,1021,1018,12
555231-1,1036,647,646,642,12
547174-17006,779,516,516,512,12
510297-2,106,74,74,74,12
562556-1,377,235,235,232,12
540218-3,109,81,81,81,12
546135-11033,1067,521,520,519,12
533521-2,264,207,207,207,12
544256-58,1088,471,471,465,12
500119-4102,857,644,644,643,12
512176-1,1475,955,955,952,12
536385-10,1087,724,724,716,12
559521-4,853,540,540,538,12
556637-1,471,282,282,281,12
582484-1,555,368,368,366,12
566951-1,323,191,191,189,12
513873-1,373,269,269,269,12
545881-29,163,118,118,117,12
571466-1,258,201,201,199,12
585891-4,806,481,481,479,12
552950-1,177,114,110,110,12
500119-4117,506,327,327,325,12
552801-2,111,76,76,76,12
567442-12,796,463,463,460,12
588458-6,1045,669,666,665,12
599247-4,973,591,591,584,12
547361-14011,750,523,523,520,12
544574-1,369,288,288,288,12
568414-15,739,505,505,499,12
511382-40,684,424,424,424,12
544493-2,189,143,143,143,12
532258-1,51,36,36,35,12
567051-1,765,349,349,346,12
536326-8,242,161,161,160,12
575399-4,208,143,143,143,12
585050-1,1159,660,659,655,12
573248-5,903,623,623,617,12
557072-5002,1076,461,461,460,12
599638-1,466,285,285,284,12
596361-1,767,535,535,532,12
569810-2,834,532,532,529,12
545911-8028,1986,329,329,326,12
599565-19,498,373,373,370,12
573281-1,80,50,50,50,12
593711-21,796,465,465,464,12
545970-1041,713,433,433,431,12
554308-12002,1355,774,774,773,12
560162-1,222,163,163,163,12
589691-3,76,60,60,60,12
589764-1,1122,629,629,627,12
599000-1,48,34,34,34,12
546127-14,324,208,208,208,12
547026-1,786,522,522,520,12
555771-2,1073,630,630,625,12
578363-1,249,203,203,202,12
564567-15,528,337,337,336,12
500143-5014,522,332,332,332,12
595772-2,228,169,169,169,12
547034-11050,927,712,712,709,12
597546-1,366,192,192,192,12
554642-13,723,368,368,368,12
579696-1,313,259,259,258,12
558940-1,905,620,620,616,12
574058-1,395,232,232,230,12
569755-1,595,395,395,393,12
564575-2,375,265,265,263,12
591181-7,717,490,490,488,12
535141-1,390,238,238,236,12
551295-21003,1025,615,615,613,12
546224-15071,717,419,418,418,12
565971-8,632,342,341,341,12
556904-26,846,494,493,492,12
564044-3,434,269,268,264,12
597899-1,477,279,279,278,12
562378-1,179,127,127,126,12
546208-4004,721,523,523,522,12
586846-26,796,488,487,485,12
581909-1,336,231,231,228,12
566985-5,948,503,503,498,12
539775-1,615,380,380,380,12
597007-10,325,260,259,258,12
540846-2,82,59,59,59,12
553450-2,93,59,59,59,12
535800-1,412,246,246,244,12
581437-1,58,50,50,50,12
533157-1,400,244,244,243,12
553549-1,354,190,190,189,12
535290-1,566,349,349,347,12
569810-10,2763,858,857,852,12
586145-1,800,528,528,527,12
547492-12,1131,771,771,771,12
565768-3,164,105,105,105,12
583421-1,801,549,549,547,12
563064-1,229,128,128,127,12
500119-4115,650,424,424,420,12
571121-1,254,152,152,151,12
559008-2,639,400,400,399,12
581682-2,927,671,671,658,12
561860-4,655,411,411,407,12
562777-5,934,490,490,490,12
578908-1,735,334,334,333,12
500224-10016,911,719,718,715,12
563692-1,1255,796,796,793,12
559504-1,759,496,496,493,12
560898-1,234,106,106,103,12
562882-5,997,525,525,521,12
559067-1,1161,656,656,651,12
547361-14009,1004,550,550,548,12
537624-1,430,307,307,307,12
555398-1,771,487,487,483,12
598917-52,891,637,637,637,12
531243-1,1343,914,914,905,12
546135-11085,880,439,439,437,12
532053-44,805,438,438,437,12
545198-1,1389,910,907,905,12
552003-1,262,138,138,138,12
557374-1,205,121,121,120,12
500178-6056,660,443,443,440,12
549576-3,1080,558,558,557,12
593699-1,491,349,349,347,12
574481-3,366,256,256,252,12
574911-2,484,298,297,295,12
536113-1,156,76,76,75,12
549231-2,908,589,589,587,12
551007-13004,1140,717,717,711,12
575771-1,357,238,238,236,12
591491-1,134,84,84,84,12
512893-1,186,101,101,100,12
595209-6,1059,735,735,733,12
530697-1,108,80,80,78,12
579785-1,755,458,456,444,12
512982-1,458,284,284,280,12
556904-41,646,404,404,400,12
535265-3,150,88,88,86,12
553441-2,527,272,272,271,12
541516-1,537,356,356,355,12
568708-1,420,307,307,305,12
500178-6037,656,510,510,510,12
585262-1,381,252,252,252,12
555088-76,818,405,405,404,12
501476-1,624,348,348,346,12
596884-1,571,401,401,397,12
500496-48,893,533,532,530,12
551031-20015,743,460,460,459,12
544442-1,561,408,408,405,12
589080-2,137,106,106,105,12
529796-1,850,559,559,556,12
563552-2,1209,643,643,636,12
554537-18006,911,501,500,496,12
536296-1,141,82,82,82,12
574341-4,470,318,317,313,12
591092-1,93,67,67,65,12
554502-1,942,511,511,504,12
548383-1,151,109,109,107,12
554499-14,163,87,87,87,12
559792-1,526,377,377,376,12
552046-34,837,563,563,559,12
553701-1,139,96,96,96,12
587320-1,102,70,70,69,12
533530-1,977,621,621,619,12
592005-16,1040,583,582,578,12
568147-1,486,255,252,251,12
545473-1,891,568,568,565,12
550647-4,725,391,390,389,12
581062-1,459,335,335,332,12
513750-7,929,628,628,625,12
549240-12,908,646,646,646,12
564206-1,384,225,225,223,12
509841-1,851,596,596,594,12
580961-1,724,469,469,467,12
590835-1,137,116,116,115,12
598691-2,1022,721,720,717,12
539945-1,239,148,148,147,12
581283-5,757,529,529,529,12
580091-1,386,289,289,287,12
500054-1003,659,480,480,478,12
567027-33,827,418,418,417,12
584550-3,173,113,113,112,12
533378-1,587,412,412,409,12
555797-1,512,321,321,318,12
562858-3,1350,663,663,662,12
536091-1,703,407,407,405,12
584622-1,1199,611,611,611,12
550973-23029,578,327,327,325,12
564117-1,1262,757,750,745,12
558869-1,860,450,450,447,12
556904-12,779,465,465,460,12
596230-3,804,517,517,514,12
584495-2,908,529,529,527,12
569810-8,763,475,475,470,12
593711-14,818,546,546,544,12
534498-1,899,601,601,601,12
552046-17,914,632,630,625,12
501476-2,785,403,403,397,12
574236-1,129,84,84,83,12
573639-1,273,167,167,167,12
560341-1,271,156,156,155,12
598691-1,650,455,454,449,12
561215-2,1427,591,590,588,12
551147-11008,795,536,536,534,12
577235-1,1074,646,645,640,12
555126-2002,709,422,422,419,12
544779-1,1455,1018,1018,1017,12
568210-1,948,609,609,608,12
545970-1039,535,341,341,341,12
547387-15009,859,562,562,561,12
569488-2,82,68,68,68,12
588130-1,128,95,95,95,12
569810-33,1050,736,736,733,12
546224-15078,880,523,523,519,12
574112-1,604,361,361,359,12
541656-12,653,439,439,437,12
599069-23,812,437,436,435,12
500135-2,80,47,47,46,12
505188-7,1855,810,810,803,12
541613-1,262,176,176,174,12
540765-1,1216,747,747,746,12
546046-19002,1041,636,636,632,12
560537-1,1198,618,618,615,12
588393-1,981,459,459,454,12
561126-1,46,26,26,26,12
592111-1,666,458,458,455,12
533700-1,765,457,457,455,12
598968-1,1469,813,813,805,12
