OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
571342-1,234,164,163,162,6
581283-29,411,241,241,239,6
581143-1,191,132,132,132,6
596931-1,165,129,129,129,6
567892-1014,900,64,64,62,6
500496-59,647,407,407,406,6
566471-1,99,59,59,59,6
552909-1,505,254,254,253,6
590347-1,132,98,98,98,6
588024-1,525,252,252,251,6
554227-23003,442,191,191,191,6
540005-1,157,91,91,91,6
573698-1,219,148,148,148,6
563048-1,141,69,69,69,6
598232-1,202,126,126,126,6
551244-19008,884,551,550,547,6
551724-1,306,188,188,185,6
561908-1,60,44,44,44,6
574988-3,622,422,422,421,6
547999-15,141,104,104,104,6
593711-25,792,460,460,459,6
594181-1,373,239,239,236,6
552721-1,334,225,224,222,6
577421-1,207,149,149,148,6
590088-2,170,133,133,132,6
561703-2,122,90,90,89,6
546143-1,508,253,253,250,6
574571-1,338,234,234,233,6
530506-1,179,116,116,115,6
587362-1,158,114,114,114,6
570435-1,339,258,258,258,6
569411-1,56,43,43,43,6
586153-1,228,130,130,130,6
544256-67,396,292,292,289,6
535427-7,213,154,154,154,6
536768-1,291,198,198,196,6
599379-1,86,63,63,63,6
558290-1,215,137,137,136,6
550710-1,230,176,176,176,6
590312-2,35,18,18,18,6
565342-1,213,131,131,129,6
582646-3,39,26,26,26,6
547417-18012,758,563,563,561,6
597431-1,263,137,137,136,6
588491-7,351,220,220,219,6
539112-1,387,201,201,201,6
597601-2,139,118,118,117,6
552429-1,162,108,108,107,6
548375-1,64,54,54,54,6
537411-3,69,52,52,52,6
553751-1,299,224,224,224,6
567698-1,262,146,146,146,6
565750-1,87,60,60,60,6
569810-23,145,107,107,106,6
570061-1,230,169,169,169,6
546135-11082,687,351,351,349,6
550205-1,311,146,146,145,6
592293-1,743,505,505,500,6
569844-1,310,165,163,162,6
579203-14,328,217,217,212,6
546224-15027,826,476,476,476,6
545180-1,171,108,108,108,6
545058-13,685,353,353,352,6
540595-1,281,184,184,181,6
567256-22,844,453,453,450,6
533165-3,939,639,639,637,6
541524-1,188,147,147,146,6
511382-19,285,177,177,177,6
589195-3,104,56,56,55,6
553921-1,86,66,66,66,6
571792-1,339,212,212,211,6
574121-16,205,144,144,143,6
555410-8001,279,222,222,221,6
533955-1,137,55,54,54,6
581127-1,79,59,59,59,6
551040-3,43,29,29,29,6
551350-1,512,254,254,251,6
555088-1,681,313,313,310,6
567442-6,720,348,347,345,6
530425-1,148,115,115,115,6
590266-18,479,326,326,326,6
596469-1,75,50,50,50,6
533271-6,221,123,123,123,6
555126-2018,819,542,542,539,6
550302-1,136,102,102,102,6
588709-2,175,123,123,123,6
588784-1,297,198,198,198,6
593028-1,676,425,425,420,6
548961-1,91,69,69,68,6
561576-1,68,51,51,51,6
564338-1,66,49,49,49,6
547964-1,191,131,131,128,6
564141-1,284,201,201,199,6
582077-1,141,91,91,91,6
508004-1,172,129,129,129,6
585173-1,505,369,369,369,6
502146-2,592,264,264,262,6
591793-1,204,143,143,141,6
556254-5,141,100,100,100,6
591998-4,138,101,101,101,6
563650-1,136,90,90,90,6
541231-11,147,105,105,105,6
555738-2,177,109,109,109,6
553620-1,217,126,126,126,6
540803-1,39,34,34,33,6
587770-1,72,46,46,46,6
598003-45,749,450,448,447,6
565075-1,268,181,181,177,6
532053-26,825,559,559,557,6
598933-3,640,417,417,416,6
581917-15,117,70,70,70,6
571474-1,380,268,268,267,6
586021-6,754,402,400,396,17
546054-1,443,262,262,262,6
584304-1,314,224,224,224,6
561215-6,928,514,514,511,6
576069-7,583,394,394,392,6
568341-1,285,199,199,197,6
598917-36,728,369,369,365,6
568023-1,681,434,434,430,6
553140-2,47,34,34,34,6
549509-2,49,34,34,34,6
529559-1,97,71,71,71,6
592731-11,962,632,632,631,6
560758-2,1023,507,507,503,6
545970-1010,650,416,415,415,6
541737-1,379,168,168,167,6
561321-1,84,46,46,46,6
578851-1,333,223,223,223,6
570206-1,466,300,300,299,6
568007-2,1044,514,514,510,6
550973-23035,707,467,467,466,6
594288-1,97,78,78,78,6
506664-1,225,151,151,151,6
566543-1,168,98,98,96,6
530867-1,266,195,195,195,6
598071-4,246,188,188,187,15
532819-18,46,31,31,31,6
542580-1,332,245,245,245,6
578495-1,126,94,94,94,6
542415-3,44,31,31,31,6
539864-56010,219,147,147,147,6
523704-4,575,367,367,361,6
597520-14,755,420,420,417,6
549240-27,425,280,280,280,6
568414-17,801,583,583,578,6
591114-1,204,137,137,135,6
531626-1,343,230,230,229,6
542172-1,196,112,112,112,6
505081-3,200,119,119,119,6
533807-1,797,456,456,451,6
592633-1,143,111,110,109,6
545775-1,341,202,202,202,6
546135-11067,828,336,336,333,6
565458-1,341,188,188,185,6
561495-5,163,104,104,104,6
541630-23,652,394,394,391,6
571318-1,178,124,124,124,6
573965-12,430,282,282,279,6
598003-53,788,444,444,441,6
548715-1,113,83,83,82,6
537586-2,151,101,101,101,6
598810-35,394,250,250,250,6
565423-1,51,36,36,35,6
557951-3,80,64,64,64,6
500208-8076,57,34,34,33,6
599280-1,103,72,72,70,6
575143-1,310,224,224,223,6
530352-2,59,45,45,45,6
552364-1,343,231,231,231,6
544817-2,186,107,107,107,6
548511-8,125,80,80,80,6
552135-1,182,138,138,137,6
561541-1,520,324,324,324,6
569992-1,237,174,174,173,6
595128-2,99,46,46,46,6
550752-3,1005,653,653,645,6
500178-6104,271,205,205,205,6
595306-1,202,150,150,150,6
546798-3,648,394,394,393,6
566616-7,288,145,145,145,6
546259-1,177,107,107,106,6
558915-4,164,104,104,104,6
565393-1,351,228,227,223,6
572322-1,373,251,251,250,6
551082-1004,925,594,594,590,6
540579-1,153,121,121,120,6
587354-1,194,134,133,133,6
599565-9,758,452,452,452,6
534676-8,769,477,477,476,6
567256-9,640,390,390,389,6
583464-1,84,67,67,67,6
576964-1,393,243,242,240,6
571164-25,125,83,83,82,6
589250-33,693,410,410,407,6
567469-1,322,213,213,213,6
562572-1,513,321,321,317,6
507270-8,171,122,122,119,6
571083-4,76,47,47,47,6
589918-1,243,141,141,141,6
578266-1,110,62,62,61,6
592731-9,984,626,624,624,6
555711-1,385,167,167,167,6
570443-1,291,184,184,182,6
533050-1,618,389,389,388,6
553352-1,268,179,179,178,6
558052-2,45,35,35,35,6
559351-5,146,101,101,101,6
575500-14,48,37,37,37,6
599352-6,96,65,65,65,6
546224-15049,392,235,235,233,6
598887-1,64,49,49,49,6
555088-8,518,191,191,188,6
540625-1,475,333,333,333,6
585599-4,1093,670,669,658,26
571041-1,860,546,546,542,6
564923-2,261,171,171,170,6
589641-1,235,160,160,159,6
574449-1,137,102,102,102,6
574546-2,121,101,101,101,6
599701-10,150,99,99,98,6
554090-1,197,133,133,133,6
592854-1,253,186,186,186,6
569151-1,95,70,70,70,6
536385-11,577,334,334,333,6
573361-1,82,58,57,57,6
502316-4006,335,234,234,234,6
567582-1,717,373,373,369,6
546488-1,106,81,81,80,6
593389-1,226,143,143,142,6
549274-1,70,55,55,55,6
541435-1,102,69,69,68,6
598917-37,695,370,370,370,6
579246-1,93,65,65,65,6
560383-1,910,474,473,469,6
554961-3,309,162,162,162,6
598003-52,654,396,396,396,6
559300-6,436,283,283,283,6
593885-1,78,62,62,62,6
556904-14,660,497,497,495,6
567027-36,748,371,371,369,6
588601-1,849,459,459,457,6
595853-1,128,96,96,96,6
529486-6,79,64,64,63,6
546135-11091,1094,594,594,594,6
576361-2,998,562,561,557,6
547808-1,220,135,135,134,6
541621-1,367,183,183,181,6
572241-9,93,64,64,62,6
557218-1,333,159,159,159,6
582671-1,415,291,291,289,6
557200-2,74,59,59,59,6
550515-3,86,52,52,51,6
529605-1,209,149,149,149,6
587451-1,76,64,64,64,6
549142-1,455,306,306,304,6
568007-3,762,469,468,466,6
587168-1,220,148,148,147,6
500143-5064,402,279,279,279,6
501646-2,220,140,140,140,6
550540-2,67,40,40,39,6
530417-1,114,82,82,82,6
577316-4,309,232,231,230,6
540471-8,166,113,113,113,6
561878-1,631,375,375,374,6
550418-2,83,55,55,55,6
529761-1,86,65,65,65,6
565083-3,279,167,167,167,6
534005-2,929,445,445,444,6
584291-19,833,524,524,520,6
509141-1,275,195,195,193,6
533785-2,216,161,161,161,6
567442-1,437,240,240,238,6
570010-1,137,97,97,97,6
541419-1,259,157,157,157,6
578916-1,79,58,58,58,6
566624-6,61,35,35,35,6
549835-1,38,33,33,33,6
598801-1,100,73,73,73,6
533556-1,239,133,133,132,6
534536-2,65,37,37,37,6
577375-2,45,37,37,37,6
533041-3,171,125,125,124,6
587087-1,146,103,103,103,6
541966-1,362,200,200,200,6
551198-3011,784,474,474,472,6
599760-1,129,92,92,92,6
568902-2,126,78,78,78,6
566659-1,193,128,128,127,6
574091-1,98,65,65,65,6
534901-2,83,46,46,46,6
549240-25,698,475,475,472,6
534498-2,696,382,382,382,6
554405-1,118,71,71,71,6
535419-35,612,344,344,343,6
578207-1,425,283,283,283,6
545899-1,332,189,189,189,6
575577-2,147,104,104,104,6
576727-1,342,231,231,231,6
546909-1,114,76,76,75,6
558567-1,432,254,254,251,6
578029-1,275,157,157,157,6
549444-1,325,210,210,207,6
591602-1,103,70,70,70,6
544256-57,1005,457,457,456,6
547956-1,163,127,127,126,6
567175-2,730,335,335,334,6
562068-1,171,120,120,118,6
549967-1,86,73,73,73,6
551031-20009,724,207,207,207,6
539023-1,319,199,199,199,6
565610-2,265,147,147,147,6
569135-1,250,169,169,168,6
544892-2,133,75,75,74,6
545244-1,490,343,343,343,6
595501-1,404,266,266,264,6
513768-3,164,134,133,133,6
548197-1,58,41,41,41,6
544639-2,117,76,76,76,6
562815-1,177,109,109,107,6
511382-28,550,300,300,298,6
569810-80,714,460,460,456,6
553913-2,255,153,153,153,6
592901-2,158,116,115,114,6
599051-1,487,298,298,297,6
598259-2,1037,622,622,622,6
589004-1,112,79,79,79,6
547034-11039,770,493,490,488,6
544256-72,746,488,488,487,6
500496-77,925,594,594,592,6
578380-4,52,28,28,28,6
591157-1,180,129,129,129,6
566071-1,82,62,62,62,6
596671-1,168,116,116,116,6
540064-1,99,58,58,56,6
571431-1,185,88,88,88,6
545988-2025,631,427,427,425,6
560057-2,139,112,112,112,6
565229-2,656,402,402,401,6
551902-1,114,86,86,86,6
502081-2002,719,375,375,373,6
550957-2,115,83,83,83,6
541265-5,140,86,86,86,6
537934-1,253,157,157,156,6
530999-1,320,192,192,191,6
580074-1,542,341,341,339,6
555088-24,737,382,382,381,6
580881-1,228,158,158,156,6
561380-9,556,335,335,335,6
563773-1,130,101,101,101,6
583243-1,232,150,150,149,6
533297-1,195,95,95,93,6
546224-15061,454,305,305,301,6
560634-1,84,57,57,56,6
541311-1,197,151,151,149,6
535087-1,567,366,364,362,6
555797-3,55,36,36,36,6
563510-6,773,502,500,493,6
564656-4,147,79,79,79,6
557013-2,55,42,42,42,6
546135-11015,826,426,426,425,6
500208-8016,356,171,171,167,6
565911-1,248,140,139,138,6
535532-3,691,323,323,319,6
598062-1,934,540,540,539,6
581372-11,239,163,163,163,6
597520-25,196,129,129,128,6
557064-3005,1017,730,730,722,6
534706-1,180,124,124,124,6
583901-1,297,182,182,181,6
575933-1,104,55,55,54,6
536482-1,54,30,30,29,6
563021-1,470,292,292,290,6
581917-8,83,65,65,65,6
577731-6,629,422,422,420,6
597040-1,178,149,149,147,6
546976-1,117,73,73,73,6
599549-4,278,173,173,173,6
537900-1,265,168,168,167,6
545201-11,99,67,67,65,6
533726-1,459,244,244,238,6
572403-1,152,96,95,93,6
548286-1,339,243,243,243,6
540099-1,344,241,241,240,6
586544-1,435,312,312,311,6
582239-5,76,60,60,60,6
593991-1,368,219,219,219,6
551082-1001,779,559,559,556,6
576824-2,219,156,156,155,6
500216-9031,861,655,655,643,6
586846-54,352,222,222,221,6
572853-1,82,48,48,47,6
559521-5,589,406,406,406,6
588695-2,64,51,51,50,6
598003-26,532,164,164,162,6
538728-15,482,356,355,355,6
532525-1,495,347,347,344,6
550388-1,206,168,168,168,6
514446-1,179,114,114,114,6
557650-2,46,29,29,29,6
587630-1,58,44,44,44,6
579602-1,451,296,296,295,6
577626-10,551,362,362,361,6
572471-1,262,172,172,172,6
547336-4,305,202,202,201,6
573868-3,873,546,546,542,6
555321-14,586,356,356,353,6
568023-2,168,104,104,104,6
556254-6,47,31,31,31,6
598917-3,408,298,298,296,6
598003-30,522,335,335,335,6
554472-1,121,89,89,89,6
547531-1,125,79,79,79,6
554847-1,289,195,195,192,6
558346-1,319,186,186,183,6
573540-1,232,121,121,121,6
591025-1,135,93,93,93,6
563765-1,134,101,101,101,6
551953-11,346,183,183,183,6
530905-4,132,93,93,93,6
552046-36,253,175,173,172,6
533696-1,158,114,114,114,6
592889-8,652,402,402,399,6
554553-3,294,139,139,138,6
547913-4,40,24,24,24,6
546950-1,50,46,46,45,6
585483-1,333,224,224,223,6
535443-4,549,338,338,335,6
551058-29004,816,529,529,529,6
555771-25,234,161,161,160,6
999997-108,52,29,29,29,6
564494-2,239,156,156,155,6
537641-2,612,369,368,367,6
549231-3,105,62,62,61,6
545058-8,725,463,463,463,6
558362-7,149,103,103,101,6
561410-1,488,230,230,228,6
531545-2,72,55,55,54,6
538132-9,290,175,175,175,6
559164-3,411,289,289,289,6
533645-1,402,247,247,245,6
537209-1,245,177,177,176,6
544256-39,661,447,447,446,6
567639-4,1482,661,660,654,6
565130-1,89,52,52,51,6
573094-5,86,62,62,61,6
576395-1,196,154,154,153,6
500194-1,148,67,67,67,6
569275-1,178,112,112,111,6
595179-1,228,148,148,148,6
532053-27,599,349,349,348,6
591629-2,69,50,50,49,6
592005-10,749,458,458,458,6
530913-1,316,222,222,221,6
566756-1,519,375,374,374,6
539988-1,253,148,148,147,6
594792-1,102,41,41,41,6
536822-1,97,52,52,52,6
546780-1,245,132,132,131,6
544868-3,192,120,120,119,6
551678-1,366,257,257,257,6
553409-1,320,218,218,217,6
569941-1,174,119,119,118,6
511382-5,539,336,336,334,6
500496-38,289,192,192,189,6
595951-1,483,330,330,330,6
500119-4010,684,432,432,432,6
547182-1,814,529,529,523,6
589811-1,146,106,106,106,6
568431-1,479,356,356,354,6
559717-8,633,401,401,400,6
540471-9,200,131,131,130,6
549843-2,152,111,111,111,6
546046-19004,607,130,130,130,6
546003-3008,679,368,367,364,6
576832-1,209,155,155,155,6
561762-1,73,59,59,59,6
567892-1036,1259,670,670,664,6
586846-52,145,95,95,95,6
569429-1,264,187,187,185,6
556955-5,70,46,46,46,6
544817-1,99,65,65,64,6
549771-11,66,48,48,48,6
999997-103,111,48,48,48,6
545911-8009,577,314,314,312,6
550949-1,156,89,89,89,6
563820-3,931,497,497,494,6
570346-1,597,377,377,377,6
581267-1,246,115,115,114,6
578941-1,238,181,181,181,6
571393-13,197,113,113,111,6
534153-2,51,32,32,32,6
587168-2,253,151,151,150,6
597961-7,434,246,246,245,6
598003-1,805,477,477,472,6
500143-5003,391,266,266,262,6
546224-15026,775,448,448,444,6
558265-1,156,109,109,108,6
585807-1,388,232,232,230,6
533955-23,741,453,453,451,6
574996-2,113,66,66,64,6
582034-1,124,90,90,90,6
567442-23,702,449,449,447,6
567027-13,762,204,204,203,6
584401-1,406,287,287,287,6
556041-1,361,194,194,194,6
570192-1,217,119,119,117,6
573671-1,113,78,78,77,6
577731-17,591,410,410,408,6
549258-3,82,61,61,61,6
588741-1,595,421,421,419,6
563161-1,308,157,157,157,6
546135-11045,975,470,470,469,6
555088-26,654,353,353,353,6
503622-2,117,88,88,87,6
569810-20,928,597,597,591,6
523704-28,895,502,502,502,6
558583-1,480,319,318,318,6
575861-1,130,86,86,86,6
552461-3,108,80,80,78,6
507113-2,335,202,202,200,6
553140-4,76,49,49,49,6
554677-1,340,150,150,150,6
565971-9,1145,321,321,317,6
546232-1,120,87,87,87,6
592889-5,846,548,547,544,6
569984-2,146,111,111,111,6
579459-1,254,166,166,166,6
535796-1,296,217,217,215,6
559351-8,136,109,109,109,6
545392-8,725,302,302,298,6
550116-1,255,147,147,147,6
999997-45,80,60,60,60,6
539911-28,898,598,598,598,6
500208-8030,338,166,166,166,6
563749-2,210,137,137,137,6
550990-27016,705,515,515,514,6
576433-1,301,186,186,184,6
572659-14,294,177,177,176,6
500496-69,1002,615,614,611,6
557544-1,550,331,331,330,6
588393-3,677,400,400,396,6
570800-1,475,314,314,313,6
585246-1,458,329,329,329,6
598917-39,702,317,317,314,6
570940-1,194,159,159,159,6
586943-9,216,165,165,165,6
570681-1,270,161,161,161,6
514047-1,209,160,160,158,6
545058-15,406,201,201,201,6
551791-3,67,50,50,50,6
598313-1,218,170,170,170,6
511382-47,682,425,425,423,6
555100-6006,191,125,125,124,6
586293-1,335,224,224,221,6
535770-1,282,187,187,183,6
562769-1,97,79,79,79,6
547492-13,65,49,49,49,6
574341-2,670,333,333,328,6
584070-1,106,84,84,84,6
544566-3,662,380,380,378,6
585068-52,535,360,360,358,6
599069-11,730,368,368,365,6
553549-3,79,34,34,34,6
554961-16,490,285,284,284,6
599301-1,98,66,66,66,6
565253-2,182,140,140,140,6
551708-1,73,58,58,58,6
598003-51,661,388,388,386,6
563081-1,509,246,246,245,6
999997-48,14,13,13,13,6
545988-2014,754,542,542,537,6
573922-2,670,284,284,283,6
573868-11,537,263,263,259,6
563510-1,1920,370,368,368,6
535087-12,776,546,546,544,6
584380-1,645,366,366,361,6
586633-1,296,192,192,189,6
592439-3,865,570,570,568,6
591505-1,324,242,242,242,6
554111-2,718,371,371,370,6
592986-1,179,119,119,119,6
556637-2,65,49,49,49,6
568414-27,295,181,181,181,6
534951-2,693,428,428,428,6
571482-1,108,71,71,70,6
540374-1,236,149,149,147,6
599531-1,228,135,135,135,6
563129-9,1041,504,504,503,6
545201-12,58,50,50,50,6
597015-1,324,252,252,251,6
532819-19,127,46,46,45,6
597678-2,883,393,393,391,6
534234-1,81,62,62,62,6
571598-1,95,66,66,66,6
533858-2,329,245,245,245,6
550973-23051,436,266,266,265,6
531707-1,159,112,112,111,6
586901-1,112,86,86,86,6
558125-2,69,38,38,37,6
579416-1,218,125,125,122,6
559563-1,477,287,287,284,6
545911-8036,505,321,320,298,6
534676-16,568,324,324,323,6
568635-1,1138,702,701,695,6
545660-1,428,235,235,235,6
561215-1,579,339,339,337,6
598810-23,852,537,537,536,6
500861-3,91,57,57,57,6
537683-3,443,345,345,344,6
568333-1,532,347,347,347,6
589721-1,417,244,243,242,6
567621-1,207,99,99,99,6
542075-1,240,142,142,141,6
562297-4,142,78,78,77,6
551627-1,211,134,134,132,6
546224-15023,681,386,386,381,6
570770-1,148,82,82,82,6
553069-8,793,480,480,479,6
584185-1,616,371,371,371,6
592901-3,114,73,73,71,6
555525-1,460,222,222,222,6
555380-2,425,206,206,204,6
564770-1,219,125,125,124,6
564834-1,235,151,151,150,6
531260-1,75,49,49,49,6
593711-15,337,214,214,211,6
999997-50,38,36,36,36,6
591149-1,73,41,41,41,7
546135-11068,556,261,261,261,7
553182-1,261,177,177,176,7
502081-2013,970,469,469,464,7
580031-15,88,79,79,78,7
560910-1,489,277,277,274,7
560405-1,123,83,83,81,7
598003-29,436,319,319,315,7
585068-31,701,495,495,490,7
567442-45,745,406,406,402,7
579891-5,615,455,455,454,7
551953-8,507,307,307,306,7
564117-4,1002,601,601,594,7
544256-34,709,467,464,461,7
571229-1,153,88,88,87,7
567256-24,822,483,483,482,7
563820-2,980,540,540,538,7
556319-1,203,122,122,121,7
568643-1,526,363,363,362,7
541630-19,952,568,567,567,7
598747-1,477,312,312,310,7
558303-3,164,107,107,106,7
546003-3035,362,219,219,215,7
530573-9,102,77,77,76,7
552046-20,560,397,397,395,7
550515-1,439,309,309,307,7
575500-11,151,89,89,89,7
586846-21,2807,484,484,483,7
552941-1,132,112,112,112,7
589250-12,830,485,485,480,7
592871-1,134,91,91,91,7
576735-1,175,146,146,143,7
571091-5,143,104,104,104,7
574554-1,502,378,377,371,7
592439-1,910,624,624,623,7
538213-20009,884,636,636,634,7
550604-1,96,70,70,70,7
561479-4,838,415,415,414,7
581879-4,171,120,120,120,7
567337-1,529,126,126,121,7
580805-1,225,174,174,174,7
559717-5,737,493,493,490,7
530531-1,292,203,203,200,7
575577-1,542,340,340,335,7
554499-13,250,127,127,127,7
999997-80,13,8,8,8,7
564095-6,241,145,145,145,7
562335-42,479,364,364,362,7
500178-6058,713,473,473,471,7
589942-2,190,142,142,142,7
545988-2001,535,250,250,248,7
598933-18,656,426,426,424,7
551244-19001,904,623,623,620,7
597520-13,748,421,420,417,7
597783-11,730,407,407,404,7
593711-33,620,373,373,369,7
596281-1,331,231,231,230,7
596523-1,95,75,75,75,7
554294-1,1234,703,703,696,7
581917-13,72,41,41,41,7
530859-1,219,156,156,154,7
586862-6,85,64,64,64,7
573655-2,79,68,68,68,7
549576-8,87,54,54,54,7
553131-2,632,447,446,442,7
595438-1,239,167,167,164,7
563561-1,481,314,314,310,7
577341-1,516,350,350,348,7
564966-1,174,116,116,116,7
573124-2,112,95,95,92,7
999997-64,24,16,16,16,7
547492-11,1123,632,631,627,7
573931-1,179,128,128,127,7
569917-2,124,79,79,78,7
550418-1,243,168,168,167,7
560260-2,765,512,511,507,7
592889-2,591,366,366,366,7
544639-3,70,45,45,44,7
542113-1,342,224,224,224,7
565172-1,343,249,249,247,7
557005-5,111,83,83,83,7
568414-20,507,316,316,314,7
598917-40,797,403,403,403,7
530085-1,58,40,40,40,25
536946-1,71,56,56,56,7
532053-25,694,460,460,458,7
545562-4,530,337,337,334,7
563099-13,993,457,457,455,7
551287-14017,1295,883,876,870,7
591327-1,145,103,103,102,7
546003-3052,394,248,248,247,7
588555-1,314,226,226,225,7
583316-1,402,274,274,273,7
567833-1,308,207,207,205,7
560651-1,375,212,212,208,7
546127-13,305,205,205,204,7
564729-1,298,163,163,162,7
533165-29,158,102,102,102,7
565971-6,630,370,370,370,7
539341-1,522,368,368,366,7
597589-1,402,200,200,198,7
540471-7,287,162,162,161,7
589004-2,122,96,96,95,7
534617-3,30,24,24,24,7
561380-10,606,213,213,211,7
546798-4,191,105,105,105,7
551031-20024,633,305,305,305,7
500496-55,762,457,454,448,7
500143-5005,376,262,262,262,7
505188-12,150,75,75,74,7
532819-5,624,342,342,339,7
574431-1,199,140,140,139,7
544841-2,757,496,494,492,7
557731-1,443,265,265,264,7
999997-102,9,5,5,5,7
580376-1,594,416,416,414,7
596833-1,152,103,103,103,7
546135-11056,919,601,600,597,7
555321-20,1034,535,535,529,7
532738-1,408,282,282,281,7
552038-1,172,96,96,96,7
583472-1,236,152,152,152,7
570109-1,964,478,478,475,7
537004-11,729,402,402,400,7
583430-1,736,504,504,499,7
555096-4004,381,285,285,285,7
545155-3,123,80,80,80,7
545988-2004,588,315,314,312,7
545341-3,857,546,546,545,7
585599-2,914,605,605,603,7
570826-3,305,224,224,222,7
552518-1,837,540,540,537,7
560782-1,230,90,90,90,7
532207-1,499,268,268,266,7
502081-2011,1061,495,495,492,7
531006-1,253,185,185,185,7
502081-2021,620,279,279,274,7
567256-13,609,298,298,297,7
550850-10,50,21,21,21,7
552046-29,483,372,372,370,7
545325-1,329,186,186,186,7
570427-1,143,109,109,108,7
558931-1,200,152,152,148,7
553271-4,957,516,516,513,7
577693-4,61,41,41,41,7
510378-1,508,287,287,287,7
563510-18,683,381,381,381,7
598003-37,783,408,407,404,7
537586-1,144,94,94,94,7
546224-15053,627,382,382,382,7
533718-2,157,89,89,89,7
563960-5,236,140,140,139,7
542369-1,205,142,142,140,7
592749-1,1027,568,568,563,7
551660-2,53,35,35,35,7
595209-9,672,349,349,346,7
513644-1,222,158,158,157,7
544655-1,484,315,315,313,7
