OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
538132-2,1026,831,830,821,9
572951-1,127,106,105,103,9
584495-3,970,581,581,573,9
589420-1,423,323,323,318,9
512869-1,726,552,552,550,9
540242-1,526,404,404,403,9
581283-9,467,342,342,340,9
541354-10,762,494,494,483,9
557684-2,148,117,117,116,9
540676-1,149,118,118,118,9
569992-1,235,189,189,187,9
552046-36,269,205,205,202,9
568350-2,519,396,396,393,9
511382-3,978,658,658,655,9
574848-2,182,150,150,149,9
532312-1,560,465,464,456,9
586307-2,722,559,558,556,9
579891-17,374,250,248,246,9
591998-5,126,104,104,100,9
595209-23,610,490,490,490,9
539805-1,552,443,443,439,9
571580-1,201,159,159,158,9
530522-1,239,189,189,188,9
572357-1,280,235,235,234,9
541656-4,654,443,443,440,9
546135-11012,654,451,451,448,9
541630-6,742,512,512,511,9
575313-1,320,235,235,232,9
553301-1,188,122,121,121,9
598810-36,647,428,428,425,9
574406-2,60,43,43,42,9
563510-19,555,423,423,422,9
560952-1,624,441,441,439,9
567027-34,707,416,416,413,9
593834-1,478,328,328,326,9
556904-13,355,252,252,250,9
565903-1,246,176,176,173,9
563765-1,131,106,106,105,9
556874-1,266,193,193,193,9
592668-1,187,147,147,144,9
581917-8,86,68,67,67,9
545112-1,236,169,169,169,9
597520-14,723,439,439,435,9
548600-1,201,151,151,147,9
545287-2,526,376,374,373,9
536326-10,156,127,127,124,9
582964-1,516,416,416,413,9
592536-1,811,578,576,576,9
555771-26,133,89,89,89,9
500160-2,71,41,41,39,9
540978-4,165,103,103,102,9
571237-1,182,134,134,131,9
500143-5039,438,311,308,306,9
586846-17,503,379,379,379,9
507695-1,97,74,74,74,9
551287-14004,887,606,606,602,9
564818-1,305,208,208,204,9
550990-27012,545,425,425,420,9
500054-1012,757,490,489,489,9
569810-31,848,653,653,645,9
557773-1,185,150,150,150,9
576964-8,680,510,509,505,9
547999-10,225,130,130,129,9
582433-1,298,246,246,245,9
500224-10098,732,496,496,494,9
551031-20001,671,508,508,505,9
531057-9,713,435,435,430,9
529303-4,773,535,533,533,9
598003-25,709,457,456,453,9
563439-1,497,342,342,338,9
513768-2,158,116,116,116,9
550906-1,339,236,236,233,9
503444-13,157,115,115,115,9
545015-3,78,66,66,64,9
573922-1,749,398,398,397,9
597589-1,391,239,239,239,9
554669-2003,827,552,551,548,9
583588-4,596,404,404,403,9
589896-3,243,178,178,176,9
559717-4,1095,775,774,767,9
567442-42,1016,581,581,575,9
546054-1,436,306,306,305,9
533696-1,164,126,126,126,9
534188-1,749,525,525,523,9
565610-2,263,181,181,180,9
563099-5,1010,592,592,587,9
592986-1,178,128,128,127,9
513202-1,98,75,75,72,9
584975-4,131,93,93,93,9
505269-3,285,220,220,220,9
555738-2,168,122,122,121,9
563871-3,1052,694,693,679,9
539716-1,173,125,125,124,9
552046-23,786,519,519,519,9
545791-1,173,121,121,118,9
558044-2,89,58,58,58,9
540331-4,136,108,108,107,9
593842-1,683,391,391,389,9
537098-1,193,149,149,147,9
562971-1,768,528,528,523,9
561631-2,1012,697,697,690,9
567779-1,688,454,454,448,9
511382-46,596,377,377,377,9
565946-1,434,304,304,301,9
544841-2,717,478,478,477,9
579386-1,177,123,123,122,9
586587-4,1188,875,875,873,9
591793-1,200,153,153,151,9
586722-5,904,629,629,623,9
599069-8,938,370,370,368,9
598551-3,415,345,345,337,9
598917-3,424,301,301,297,9
597457-1,260,144,144,142,9
562882-9,899,392,391,387,9
579041-1,614,456,456,455,10
573868-18,689,513,513,504,10
557030-2,147,124,124,124,10
538213-20005,732,577,577,575,10
534480-1,536,389,388,387,10
599051-8,713,430,430,429,10
590177-2,262,196,196,195,10
544256-48,754,500,500,496,10
586021-9,329,220,220,217,10
585211-4,280,209,209,208,10
593516-1,560,402,402,401,10
561860-9,449,320,320,319,10
547034-11008,810,548,548,536,10
540536-1,316,230,230,228,10
573507-5,134,97,97,94,10
538191-1,608,453,452,447,10
566781-1,59,45,45,45,10
571059-1,208,153,153,153,10
578673-1,508,350,350,348,10
513105-1,189,133,133,133,10
572284-1,51,43,43,43,10
546224-15009,710,455,455,455,10
547182-1,794,553,553,552,10
595861-1,200,147,147,146,10
571946-1,200,136,136,132,10
550957-1,513,383,381,381,10
541982-1,548,368,366,362,10
554464-5,380,273,273,273,10
564532-1,418,286,286,285,10
573698-1,227,173,173,171,10
545236-3,398,290,290,289,10
562858-2,1069,334,334,332,10
550388-1,192,159,159,159,10
551007-13015,919,527,527,518,10
593559-9,264,211,211,208,10
588393-7,620,429,429,425,10
564729-1,303,206,206,204,10
591441-1,106,83,83,83,10
552470-2,86,70,70,69,10
585459-7,187,144,144,144,10
537659-1,386,269,268,263,10
541630-2,859,551,551,548,10
551058-29007,814,590,590,583,10
574660-1,344,239,239,236,10
533807-2,552,411,411,408,10
540471-2,957,654,654,649,10
535303-1,454,279,279,278,10
561380-10,625,262,262,261,10
547492-16,155,124,124,123,10
550973-23036,509,325,325,315,10
567451-3,922,601,601,598,10
500143-5072,877,643,643,638,10
550299-1,358,259,259,256,10
531626-1,378,283,283,281,10
598259-1,1012,653,653,646,10
537853-1,407,294,294,293,10
566713-1,486,332,332,331,10
534650-1,589,421,421,418,10
500178-6064,558,433,433,431,10
570940-1,235,190,190,189,10
570397-2,123,103,103,103,10
567337-3,206,154,154,154,10
561134-4,797,535,535,524,10
544892-1,498,346,346,344,10
594814-1,231,156,156,156,10
552046-10,553,397,397,393,10
554499-5,524,230,230,226,10
553638-1,174,95,95,95,10
549410-1,227,183,183,180,10
575500-11,147,107,107,107,10
541231-2,519,394,394,393,10
555291-1,1035,763,763,758,10
569275-1,189,128,128,127,10
545881-22,561,353,353,353,10
564028-5,732,518,517,513,10
566608-1,136,94,94,94,10
553204-1,307,190,190,188,10
568414-18,756,554,554,552,10
571164-18,475,329,329,328,10
587079-1,80,70,70,68,10
574431-1,194,157,157,154,10
570443-1,297,209,209,207,10
550744-5,778,570,570,569,10
553107-1,123,91,91,91,10
535087-9,755,490,490,487,10
591858-1,351,257,257,256,10
598003-50,1035,571,571,565,10
546046-19022,1236,394,394,389,10
594725-1,277,197,197,195,10
568104-3,90,59,59,59,10
545988-2001,554,293,293,287,10
579998-1,236,193,193,191,10
546135-11060,860,526,525,521,10
556335-3,68,58,58,58,10
586625-4,579,434,434,429,10
552844-1,405,302,302,302,10
558770-1,283,211,211,210,10
593516-2,404,311,311,311,10
555088-43,523,325,325,323,10
500623-2,107,88,88,88,10
566403-2,163,113,113,112,10
500496-36,758,476,475,474,10
568422-1,923,659,658,653,10
551619-1,266,170,170,169,10
572632-1,135,104,104,104,10
582760-1,200,161,161,160,10
529699-1,57,42,42,40,10
599212-1,1083,692,692,686,10
556904-34,400,317,317,313,10
542164-3,1144,724,724,716,10
567507-1,842,545,544,539,10
550698-1,221,167,167,167,10
564567-26,588,415,415,411,10
560642-1,669,485,484,482,10
585726-1,632,483,482,473,10
552054-7,109,74,74,73,10
567892-1010,840,433,433,432,10
579335-2,152,128,128,128,10
598810-7,818,573,573,572,10
598003-21,525,354,354,354,10
551651-1,311,218,218,215,10
539694-13057,583,430,430,421,10
560383-1,859,504,504,497,10
587711-1,856,584,584,579,10
589250-11,608,403,403,399,10
546127-13,301,221,221,221,10
586021-19,598,392,391,387,10
572152-1,174,137,137,137,10
587664-1,122,100,100,100,10
576883-4,510,375,375,372,10
554481-28,128,79,79,79,10
558362-6,162,127,127,127,10
554227-23001,1234,653,653,647,10
576964-6,560,313,312,308,10
536113-1,171,104,104,104,10
545911-8043,604,381,381,377,10
548022-1,141,113,113,112,10
595829-1,144,110,110,108,10
530093-2,65,48,48,48,10
578550-1,255,174,174,170,10
554260-3,71,53,53,53,10
540978-3,329,254,254,254,10
557153-11,836,552,552,548,10
577189-3,54,39,39,39,10
500224-10073,899,622,620,615,10
592641-1,868,624,624,619,10
565318-5,158,118,118,118,10
579149-1,264,207,206,205,10
579416-1,216,152,151,150,10
599069-1,521,318,318,314,10
539121-1,394,317,316,315,10
539333-3,539,405,404,402,10
551031-20024,601,360,360,356,10
500119-4007,629,425,425,421,10
567086-1,275,209,209,207,10
559997-3,426,308,308,303,10
554511-1,788,567,565,560,10
596051-1,274,206,206,205,10
593711-4,575,389,389,389,10
574406-1,436,328,328,327,10
573183-1,138,94,94,94,10
572098-1,626,474,474,471,10
507113-2,340,231,231,229,10
520420-1,713,483,483,481,10
564044-2,763,475,475,471,10
587621-1,160,123,123,122,10
505188-10,117,79,79,78,10
535257-1,701,508,507,506,10
583251-4,1079,600,600,595,10
573965-8,636,462,462,461,10
544701-1,197,143,143,142,10
552046-7,673,486,486,482,10
548740-2,49,42,42,42,10
531570-1,154,108,108,107,10
576085-1,316,245,245,242,10
587770-1,68,48,48,48,10
555771-2,973,634,631,626,10
507644-1,59,45,45,44,10
578576-7,698,514,514,508,10
584657-1,386,260,260,260,10
592005-13,652,450,450,449,10
552046-30,1039,823,823,818,10
560006-2,59,53,53,53,10
587605-1,100,63,63,63,10
541591-2,84,66,66,66,10
599051-10,801,459,459,454,10
547174-17005,926,600,599,596,10
592889-6,795,502,502,500,10
541630-16,903,641,641,636,10
500119-4045,540,368,368,364,10
549916-1,253,192,192,190,10
584908-1,692,467,467,464,10
576701-1,1612,999,998,989,10
599565-1,778,555,555,547,10
565075-1,271,177,177,176,10
532649-1,241,162,162,161,10
545970-1001,349,250,249,246,10
572209-1,232,160,160,157,10
556955-8,56,47,47,47,10
547387-15017,985,729,729,715,10
551091-22009,824,556,556,553,10
561380-11,385,273,273,271,10
533041-4,137,98,98,97,10
530824-1,193,145,145,142,10
539970-1,323,244,244,243,10
570249-2,70,65,65,62,10
532401-1,231,153,153,150,10
537683-9,894,644,641,625,10
583731-1,700,539,536,534,10
540609-1,256,191,191,189,10
500143-5034,665,374,374,370,10
598917-44,606,386,386,386,10
564095-8,380,259,258,257,10
561860-12,587,394,394,391,10
513750-18,800,573,573,567,10
538833-2,798,634,634,631,10
558028-1,387,287,286,286,10
567442-23,627,458,457,451,10
537888-1,484,350,350,346,10
546224-15008,782,490,490,487,10
584291-7,701,472,472,471,10
575909-1,176,122,122,122,10
546135-11070,752,340,338,332,10
599905-7,309,254,254,252,10
500623-6,178,127,127,127,10
578380-4,48,31,31,30,10
566152-2,133,90,90,89,10
567892-1036,1227,774,774,768,10
568775-1,801,596,596,592,10
589560-3,97,73,73,73,10
554260-1,160,115,114,111,10
561479-2,327,235,235,235,10
598003-53,755,443,441,433,10
561321-1,71,52,52,52,10
596132-1,114,95,95,95,10
552437-1,379,290,290,287,10
582646-1,1188,847,847,845,10
558567-1,447,320,320,320,10
540005-1,167,106,106,104,10
536750-1,98,61,61,60,10
551040-1,152,119,119,118,10
560499-2,1040,524,524,522,10
563871-7,218,177,177,172,10
573531-1,99,76,76,75,10
550973-23027,507,358,358,356,10
597031-2,65,50,50,50,10
567621-3,640,365,365,362,10
528196-1,183,144,144,143,10
572268-2,786,528,528,522,10
588628-1,57,41,41,41,10
537462-1,309,210,210,209,10
569691-1,496,375,375,368,10
546127-8,462,346,346,345,10
556335-1,296,219,218,216,10
598291-1,521,401,401,398,10
598810-33,818,578,578,574,10
584681-1,398,296,296,296,10
548090-1,299,220,220,220,10
556831-4,201,135,135,135,10
536709-1,234,189,189,189,10
559041-1,504,361,361,358,10
576492-1,503,373,373,373,10
562335-41,224,142,142,142,10
574481-1,245,202,202,202,10
570028-1,723,533,533,529,10
539384-1,444,338,338,337,10
540382-2,234,185,185,185,10
568716-1,667,468,468,465,10
553018-1,453,338,338,336,10
593711-29,718,483,483,480,10
555088-4,728,371,371,370,10
585068-2,712,433,433,426,10
545554-2,588,435,435,434,10
571661-2,164,133,133,131,10
594849-1,397,256,256,256,10
562769-1,95,82,82,82,10
591254-2,100,80,80,79,10
500224-10081,674,464,464,462,10
506451-1,420,318,318,314,10
534684-1,253,210,210,209,10
563021-1,534,404,404,402,10
589136-1,330,223,223,220,10
534579-1,334,253,253,251,10
575640-5,146,116,116,116,10
544299-2,139,106,106,103,10
553654-3,780,530,530,525,10
568988-1,550,324,324,324,10
538531-43001,217,181,181,180,10
585599-9,1108,693,691,688,10
539694-13011,707,504,503,494,10
586943-9,205,168,168,166,10
586625-3,629,467,466,464,10
549398-1,225,162,162,161,10
550302-1,135,102,102,101,10
560359-3,945,402,402,398,10
547867-1,115,85,85,85,10
594270-1,463,301,301,300,10
544248-4,161,124,124,124,10
539911-38,233,169,169,169,10
546046-19012,625,426,426,426,10
532690-1,118,100,100,99,10
567892-1035,685,457,457,455,10
558915-3,113,103,103,101,10
589802-1,373,301,301,299,10
503444-7,254,190,190,188,10
575879-1,210,162,161,159,10
530841-6,390,301,301,300,10
582620-1,138,101,101,100,10
588512-4,894,617,617,617,10
559717-9,950,695,695,694,10
573337-1,223,185,185,185,10
580350-1,829,609,609,602,10
500020-1,262,151,151,151,10
551244-19008,848,578,578,571,10
566560-1,547,379,379,375,10
578444-7,427,298,298,293,10
595411-7,763,551,551,546,10
556726-1,113,97,97,96,10
539937-1,187,129,129,129,10
576590-3,908,661,661,659,10
590631-1,106,90,90,89,10
588032-4,1158,854,853,851,10
598071-2,514,385,385,382,10
542491-1,150,105,105,105,10
579823-1,433,299,299,295,10
588491-4,781,573,573,571,10
581054-2,400,309,309,306,10
581445-1,319,257,257,257,10
549878-1,223,167,166,161,10
579203-9,824,567,567,560,10
511382-7,839,495,495,492,10
541231-11,122,94,94,93,10
571083-2,63,47,47,47,10
500496-88,398,311,311,310,10
583154-1,274,184,184,180,10
565491-1,464,336,336,332,10
532355-2,91,61,61,61,10
547387-15005,1056,812,811,799,10
540234-1,544,353,353,351,10
594211-1,613,434,434,429,10
507016-8,768,565,565,562,10
515477-1,207,174,174,174,10
597210-2,176,113,113,112,10
500178-6014,2668,798,798,778,10
567850-1,720,413,413,413,10
551198-3002,702,501,501,496,10
547034-11024,711,532,532,527,10
572926-5,1207,741,739,730,10
577049-1,97,76,76,73,10
560804-1,262,200,200,197,10
569224-1,284,221,220,219,10
598810-31,902,620,620,617,10
552046-28,603,422,421,418,10
551287-14012,902,599,599,596,10
598917-8,719,391,389,388,10
561380-3,349,206,206,203,10
599051-6,751,458,458,453,10
585301-1,763,562,562,560,10
554651-1,242,125,125,124,10
585751-1,852,644,644,637,10
533874-1,176,133,133,129,10
574279-6,692,518,518,513,10
582409-1,365,275,275,274,10
549797-1,232,162,162,161,10
530158-1,296,239,239,236,10
541630-15,620,446,446,443,10
551953-4,269,181,181,181,10
555223-2,211,147,147,146,10
540315-1,394,290,290,288,10
553069-5,1033,681,681,675,10
590240-1,427,313,313,313,10
532533-1,386,281,281,280,10
534676-19,413,320,315,307,10
545171-6,256,188,187,184,10
592790-1,900,681,681,677,10
506699-1,279,236,236,236,10
529303-2,919,667,667,665,10
545911-8044,636,366,366,359,10
534382-2,843,577,576,568,10
533203-8,528,415,415,414,10
534064-1,212,140,140,138,10
535079-2,435,333,333,330,10
550744-4,778,500,500,494,10
599565-13,698,487,487,484,10
507334-1,1071,739,739,734,10
539775-1,627,442,442,441,10
588024-1,504,260,260,260,10
540935-2,103,83,83,82,10
567027-57,1188,597,597,590,10
564265-3,544,351,351,347,10
580538-1,891,611,611,607,10
577235-2,256,192,192,189,10
549525-1,168,127,127,120,10
587745-1,666,469,469,466,10
549011-1,214,179,179,179,10
533939-1,84,60,60,59,10
562343-1,352,266,266,266,10
592943-5,290,213,213,213,10
544345-1,317,247,247,245,10
571041-3,1104,820,820,818,10
536326-8,242,171,169,167,10
555835-2,56,45,45,45,10
511382-10,717,473,473,469,10
999997-70,31,25,25,25,10
551074-8007,453,299,299,299,10
546224-15003,716,454,454,452,10
550787-8,375,246,245,245,10
533238-1,514,394,394,393,10
580031-9,1118,507,507,507,10
571164-5,555,420,420,418,10
557587-1,1313,872,872,864,10
553671-2,841,560,560,556,10
511242-1,326,268,268,264,10
500143-5004,353,194,194,190,10
567515-2,1167,468,466,465,10
551031-20036,597,430,430,426,10
590142-1,408,292,292,291,10
535893-1,353,251,251,251,10
546127-9,419,299,298,296,10
578436-1,83,76,76,76,10
505188-2,877,504,504,496,10
537004-14,754,540,540,531,10
590428-1,78,67,67,67,10
546011-1,376,266,266,266,10
595501-1,425,328,328,326,10
500224-10072,681,449,449,446,10
565105-1,133,98,98,98,10
598313-1,346,266,266,265,10
545252-3,1150,719,719,719,10
588296-18,1059,733,733,732,10
575437-1,864,671,671,664,10
568996-1,70,62,62,62,10
566951-2,77,56,56,55,10
505099-1,151,128,128,126,10
544639-4,39,30,30,30,10
571563-2,86,61,61,60,10
535419-34,489,329,329,327,10
584291-15,303,203,203,200,10
583120-5,1178,579,579,571,10
547280-6,250,194,194,191,10
594407-1,319,198,198,197,10
503444-12,294,227,227,223,10
581887-1,148,124,123,122,10
546968-3,102,81,81,81,10
596647-1,410,309,309,307,10
536067-1,353,279,279,279,10
542105-1,696,491,491,489,10
999997-69,45,35,35,35,10
569453-1,426,262,262,259,10
548162-1,148,125,125,125,10
554286-5009,895,615,614,613,10
507113-1,558,387,387,382,10
545970-1030,573,412,412,409,10
540935-1,905,629,629,626,10
553131-9,150,108,108,108,10
534196-1,360,247,247,247,10
536296-1,143,102,102,100,10
563099-4,1044,700,700,696,10
549851-1,238,186,186,185,10
560286-17,661,410,410,402,10
567442-24,683,478,478,474,10
593117-2,922,660,659,657,10
555088-45,643,423,423,419,10
566411-1,127,88,88,88,10
555584-2,84,59,59,58,10
563676-1,204,159,159,159,10
999997-68,15,13,13,12,10
562017-1,266,179,179,177,10
505528-1,279,208,208,207,10
599352-10,366,270,270,268,10
588270-1,98,79,79,79,10
579335-1,388,249,249,247,10
542725-1,1059,807,806,801,10
546135-11087,723,472,472,468,10
541150-1,681,526,526,521,10
581259-2,855,522,522,515,10
550973-23005,532,345,345,344,10
562505-1,676,460,460,458,10
561614-1,208,133,133,133,10
517321-1,197,129,129,127,10
532266-1,95,81,80,80,10
569569-7,145,92,92,91,10
999997-65,32,21,21,21,10
532860-6,241,181,181,178,10
587427-1,381,301,301,300,10
516201-1,646,435,434,432,10
596264-1,57,46,46,46,10
557943-1,97,67,67,66,10
570273-1,243,198,197,197,10
598810-29,272,192,191,191,10
537489-3,619,441,441,433,10
500496-19,625,365,365,364,10
556904-29,744,528,528,516,10
551694-1,276,175,175,175,10
539694-13054,752,553,553,549,10
576921-1,515,392,392,390,10
545554-1,844,615,615,612,10
580881-1,214,168,168,167,10
559351-3,501,353,353,353,10
592676-2,665,480,479,473,10
540978-5,53,33,33,32,10
548430-1,195,151,151,149,10
589896-4,175,111,111,110,10
574481-2,279,209,209,207,10
549789-1,316,246,246,244,10
564567-4,571,404,403,401,10
590185-2,400,279,279,276,10
534358-1,444,295,295,293,10
546925-1,401,268,268,261,10
999997-64,33,21,21,21,10
555894-2,48,37,37,37,10
535711-1,178,115,115,115,10
554294-2,992,690,689,686,10
540170-1,303,223,223,219,10
540145-1,457,336,336,333,10
537837-1,471,356,356,354,10
535214-1,272,196,196,195,10
545911-8035,336,200,200,200,10
530808-1,160,105,105,105,10
503916-1,440,278,278,277,10
533211-2,83,59,59,59,10
574597-1,156,113,113,113,10
546798-4,178,110,110,110,10
567027-46,812,483,482,482,10
536482-1,48,27,27,27,10
580015-2,96,74,74,74,10
564753-1,350,262,262,261,10
549355-1,191,122,122,122,10
529621-3,55,40,40,39,10
531901-1,521,397,397,394,10
567639-4,1466,786,786,784,10
565369-1,60,41,41,41,10
500143-5011,558,366,366,364,10
577731-15,584,430,430,430,10
558427-1,767,537,537,533,10
563510-11,631,409,408,407,10
574252-7,82,56,56,56,10
598917-10,676,367,367,365,10
558915-1,433,320,320,315,10
550116-1,264,170,170,168,10
546003-3018,286,196,196,196,10
572161-3,150,105,105,103,10
598933-16,1023,499,499,497,10
562335-21,504,399,399,398,10
578088-1,96,67,67,67,10
580945-1,367,279,279,275,10
554481-9,576,355,354,354,10
547085-2,192,151,151,149,10
538337-1,565,391,391,391,10
557781-2,679,420,420,417,10
548944-1,115,90,90,90,10
530573-10,60,38,38,38,10
591335-1,107,93,93,90,10
540366-1,334,218,218,216,10
563820-2,887,546,545,536,10
535842-1,92,67,67,67,10
598003-54,491,376,376,373,10
588393-2,771,508,506,505,10
533611-1,631,430,430,421,10
592889-16,704,464,464,461,10
560383-3,1356,536,536,523,10
561959-1,337,249,248,247,10
570508-3,725,459,459,457,10
571164-26,644,520,520,518,10
545970-1039,479,344,344,338,10
546046-19023,364,148,148,148,10
567442-18,1036,377,377,377,10
500089-2036,546,347,347,345,10
570044-1,380,261,261,258,10
500178-6100,480,361,361,359,10
557838-1,905,552,552,548,10
538213-20004,874,680,680,677,10
575763-1,273,222,222,220,10
503444-11,182,137,137,137,10
571393-11,475,340,340,337,10
584819-1,765,547,547,544,10
592731-4,929,645,644,639,10
575569-1,219,178,178,176,10
542784-1,886,552,552,548,10
563188-1,212,165,165,163,10
535818-1,464,316,316,313,10
511382-30,577,366,366,362,10
570451-2,1025,704,704,700,10
553085-1,83,64,64,64,10
534633-1,88,60,60,60,10
559717-8,590,415,415,412,10
594105-1,227,175,174,174,10
582727-1,165,119,119,119,10
562173-1,145,96,96,93,10
551848-1,128,95,95,94,10
529842-1,552,398,398,393,10
513636-1,256,210,210,210,10
556904-72,1048,746,746,744,10
539953-2,863,579,579,577,10
574121-2,697,498,496,493,10
546224-15039,1035,750,749,737,10
567761-2,205,127,127,125,10
566586-3,65,48,48,47,10
572241-3,631,389,389,387,10
550841-1,45,31,31,31,10
567167-1,356,262,262,261,10
587711-4,831,607,607,604,10
564401-1,129,96,96,94,10
548316-1,144,126,126,126,10
533025-1,1408,1107,1104,1091,10
598810-15,709,463,463,460,10
537004-3,512,351,351,345,10
592366-1,370,262,262,260,10
589250-32,562,394,394,390,10
547999-2,1007,712,712,709,10
574104-1,160,107,107,107,10
549380-4,88,68,68,68,10
557072-5017,989,730,727,719,10
