OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
570311-1,474,376,375,371,11
541711-1,831,587,587,587,11
573523-1,208,127,127,123,11
577731-7,658,450,450,448,11
555461-7001,326,239,239,239,11
583430-1,821,655,655,651,11
531073-1,270,194,194,192,11
500178-6104,249,203,203,201,11
589993-1,226,162,162,161,11
563871-9,281,210,210,210,11
581283-24,542,400,400,397,11
502146-3,1175,769,769,762,11
545783-1,350,243,243,243,11
502316-4005,883,547,545,542,11
568414-8,557,397,396,393,11
560324-1,712,435,435,435,11
501646-2,200,140,140,137,11
552283-1,643,495,495,493,11
589217-1,359,230,230,230,11
513199-1,452,324,323,321,11
565598-1,225,163,163,163,11
546046-19007,463,324,324,320,11
556904-43,362,258,258,256,11
548821-1,153,97,97,96,11
566934-2,774,497,497,487,11
590754-4,79,48,48,47,11
592111-1,671,478,477,470,11
542601-1,289,204,204,202,11
578347-1,915,714,714,701,11
544388-4,80,57,57,57,11
557803-1,459,337,337,332,11
553077-3,194,147,147,147,11
562181-1,151,111,111,111,11
567442-27,699,491,491,483,11
583120-3,611,422,422,421,11
541231-10,105,84,84,84,11
588458-4,627,390,390,384,11
546216-1,190,138,138,136,11
593711-38,145,98,98,96,11
561797-1,214,176,176,175,11
555657-3,775,475,475,475,11
598003-2,1113,713,710,708,11
555428-7,660,451,451,450,11
596230-1,791,588,588,579,11
535087-7,774,501,501,495,11
535460-1,80,65,65,63,11
566853-3,89,64,64,63,11
586846-56,179,151,151,150,11
599069-25,960,524,524,521,11
549436-1,272,174,174,171,11
511382-13,593,390,390,389,11
598917-24,771,385,385,383,11
549231-5,76,49,49,48,11
561584-1,443,292,292,292,11
582204-1,110,90,90,90,11
550621-3,112,86,86,84,11
574058-1,382,259,259,254,11
547361-14013,688,472,472,467,11
594458-2,589,425,425,421,11
500089-2038,472,258,257,256,11
575615-1,102,75,75,75,11
562432-1,925,603,603,597,11
535389-1,382,275,275,273,11
594962-1,579,387,386,385,11
544841-1,1478,798,794,779,11
590134-1,369,256,256,256,11
554669-2001,688,484,484,481,11
563714-1,506,395,395,392,11
561681-3,853,474,474,462,11
538094-7,703,489,489,488,11
576271-7,722,524,524,518,11
553549-1,354,227,227,226,11
592650-1,533,397,397,395,11
558346-1,314,213,213,209,11
594890-1,496,326,326,325,11
570745-1,545,440,440,438,11
567892-1025,621,456,456,449,11
576948-1,193,140,140,138,11
569194-1,133,93,93,90,11
584291-3,817,549,549,544,11
584096-1,562,457,456,453,11
534757-1,175,124,124,124,11
599808-1,959,482,481,478,11
549266-2,102,75,75,75,11
523704-19,678,497,497,494,11
552682-1,720,516,516,509,11
560502-1,444,271,270,265,11
533165-5,733,525,525,521,11
553174-1,242,190,190,189,11
571393-7,501,359,359,359,11
593273-1,756,577,574,573,11
555088-27,773,488,488,487,11
535664-1,250,214,214,214,11
565857-1,403,301,301,300,11
563129-11,827,522,522,519,11
566446-1,212,160,160,160,11
551198-3006,653,436,436,430,11
565032-1,441,339,339,335,11
562335-13,683,422,422,420,11
581763-1,719,533,533,528,11
534102-1,601,445,445,442,11
594687-1,307,165,165,162,11
500224-10026,615,423,423,418,11
500119-4002,600,387,387,384,11
550744-2,775,611,610,604,11
579319-1,797,506,505,504,11
542237-1,207,157,157,154,11
555126-2007,568,395,395,393,11
514055-6,822,546,546,542,11
591149-1,72,53,53,53,11
550973-23046,526,402,402,397,11
589624-2,844,518,516,509,11
580481-6,108,73,73,72,11
597180-5,599,440,440,435,11
536385-4,1424,635,633,626,11
554529-1,297,212,212,212,11
539422-1,693,510,509,506,11
586307-6,819,552,550,547,11
561193-1,200,141,141,141,11
578444-6,600,354,354,350,11
500097-3021,781,526,526,522,11
500496-27,658,451,450,447,11
555835-4,51,44,44,44,11
551287-14013,918,627,627,622,11
535338-2,321,218,218,216,11
547441-1,257,183,183,182,11
541630-7,831,520,520,516,11
548511-3,739,559,559,555,11
545163-2,924,680,680,675,11
551295-21006,759,526,526,524,11
556912-3,58,39,39,38,11
532959-1,467,314,314,313,11
562866-1,114,81,81,81,11
500143-5076,990,775,774,766,11
545058-8,663,456,456,452,11
541281-8,974,691,691,685,11
545911-8021,448,297,297,295,11
525880-1,395,280,280,280,11
500119-4031,546,372,371,368,11
530883-6,586,384,384,381,11
571857-1,285,214,214,213,11
546135-11068,530,310,309,300,11
593401-1,348,215,214,213,11
533955-21,830,508,507,505,11
565814-2,716,492,492,484,11
589888-1,578,444,444,439,11
567892-1020,630,388,388,387,11
568414-11,570,375,375,372,11
568180-1,202,125,125,125,11
545881-23,235,205,205,205,11
574716-1019,665,488,488,487,11
547107-12024,717,526,522,510,11
565971-14,830,522,522,516,11
597783-10,556,305,305,300,11
999997-106,24,19,19,19,11
577731-8,665,507,507,505,11
512800-2,659,486,486,477,11
558591-1,173,126,126,125,11
559521-4,871,626,626,621,11
596841-1,382,271,270,267,11
549657-1,122,74,74,74,11
520047-1,350,282,282,276,11
586501-1,687,501,501,499,11
567027-58,1006,580,580,576,11
574279-3,776,611,611,602,11
557871-1,149,107,107,106,11
588458-9,814,588,588,577,11
573469-2,143,81,81,81,11
573248-12,108,70,70,69,11
573205-1,349,263,263,260,11
567329-1,414,260,260,255,11
598810-23,837,578,578,577,11
583782-2,1159,887,887,880,11
541656-9,739,550,550,540,11
570966-1,217,167,167,164,11
577146-1,510,357,357,354,11
586943-7,250,186,186,186,11
539694-13017,718,527,527,516,11
556904-75,345,244,244,243,11
546844-3,113,59,59,58,11
581879-2,221,166,165,165,11
500861-6,104,77,77,77,11
563412-1,254,179,178,178,11
536717-1,146,108,108,107,11
554863-1,309,228,228,228,11
556467-7,24,22,22,22,11
574988-9,199,138,138,137,11
580929-1,311,226,226,226,11
593711-28,772,537,537,528,11
576590-4,211,156,156,155,11
566888-1,61,43,43,42,11
534005-4,567,307,307,302,11
552046-22,700,455,455,450,11
592889-26,297,235,235,233,11
531057-16,87,63,63,59,11
578347-7,714,546,546,541,11
581518-1,188,134,134,131,11
584002-9,1104,872,872,867,11
599565-19,487,375,375,373,11
560707-1,315,101,101,99,11
567485-1,546,387,387,382,11
532631-1,428,327,327,319,11
999997-104,14,13,13,13,11
594938-2,59,40,40,40,11
599344-4,1075,708,708,705,11
500224-10106,596,414,412,409,11
598917-45,675,324,323,319,11
589080-2,125,94,94,92,11
588768-1,1075,686,686,684,11
563510-40,841,554,554,548,11
597520-11,758,521,519,513,11
576352-1,237,187,187,185,11
597635-1,1259,794,793,791,11
545392-2,446,326,326,326,11
563820-3,906,557,557,551,11
550001-1,160,127,127,125,11
585459-3,1178,827,825,817,11
564184-2,207,139,139,138,11
533416-1,892,558,558,555,11
593711-27,293,228,228,227,11
538957-2,1337,1073,1073,1048,11
554669-2002,828,552,551,547,11
590568-1,258,192,192,191,11
582328-1,455,328,328,325,11
572926-4,858,591,591,586,11
589543-1,646,444,443,440,11
566934-1,733,475,474,469,11
555771-14,936,641,641,641,11
500178-6018,641,474,474,469,11
553166-1,117,96,96,96,11
999997-98,23,16,16,16,11
554642-1,602,411,411,406,11
590797-1,205,153,153,152,11
556831-1,1179,722,722,716,11
587371-1,58,48,48,48,11
500143-5027,675,507,507,505,11
572829-3,107,77,77,77,11
555321-25,885,649,649,638,11
555100-6006,197,158,158,156,11
534951-1,851,649,649,639,11
537004-15,928,702,695,687,11
544256-30,400,279,279,275,11
588512-1,1063,582,582,576,11
547174-17018,888,692,692,687,11
539040-1,491,366,366,357,11
533955-1,120,63,63,60,11
599247-5,243,180,180,178,11
550990-27015,546,426,426,419,11
542989-4,127,92,92,91,11
586021-3,799,474,474,471,11
550647-5,660,418,418,418,11
535265-1,566,423,423,419,11
999997-91,54,29,29,29,11
546135-11084,629,414,414,405,11
547034-11026,815,573,573,566,11
597881-1,434,281,281,280,11
577570-1,187,146,146,144,11
544361-1,484,353,353,351,11
567027-21,966,409,409,405,11
547417-18006,1000,705,705,695,11
999997-97,24,5,5,5,11
554481-13,818,470,469,465,11
507181-1,876,582,582,577,11
574082-2,857,589,589,586,11
560260-5,26,23,22,21,11
552810-1,130,94,94,94,11
561860-6,593,419,419,416,11
552992-1,623,438,438,437,11
597821-1,322,212,212,210,11
554952-1,228,180,180,179,11
555428-6,632,390,390,384,11
567761-1,388,243,243,239,11
581186-2,824,601,601,596,11
550973-23064,743,584,580,575,11
502316-4001,1030,413,413,409,11
591645-1,347,245,245,242,11
569810-18,860,593,593,585,11
576361-3,655,459,459,458,11
583448-1,912,684,684,674,11
533491-1,440,262,262,260,11
573973-1,404,329,329,327,11
575992-1,297,235,235,233,11
553298-1,268,200,200,200,11
569186-1,562,419,419,413,11
585599-13,864,650,650,645,11
500208-8098,551,427,427,426,11
541231-9,207,139,139,138,11
563056-1,632,479,479,475,11
563099-2,1194,689,689,683,11
531669-1,395,305,305,300,11
567256-26,648,454,454,452,11
568481-1,769,603,603,595,11
595721-1,175,143,143,143,11
530093-1,132,114,114,113,11
500186-7002,1275,785,784,781,11
513750-9,951,569,568,564,11
598933-23,912,651,651,647,11
500160-1,408,228,228,225,11
586846-35,671,495,495,490,11
559261-1,528,352,352,347,11
546291-1,137,108,108,108,11
512800-1,715,475,475,473,11
532053-45,831,536,530,528,11
584291-21,858,550,549,547,11
564168-1,403,258,258,256,11
563510-47,812,574,574,573,11
581054-1,92,66,66,66,11
533955-8,750,530,530,528,11
523704-18,630,397,397,393,11
559091-1,228,157,157,157,11
599069-23,792,530,530,527,11
566551-7,290,189,189,185,11
587834-1,192,143,143,142,11
531324-1,1063,737,737,723,11
566357-1,287,217,217,214,11
500224-10027,626,393,393,392,11
565890-1,422,303,303,301,11
544400-1,385,278,278,278,11
579025-11,626,443,443,440,11
551589-1,138,118,118,117,11
583120-6,739,507,507,500,11
547361-14018,1433,924,924,919,11
505587-11,346,250,250,247,11
569810-77,914,670,670,665,11
550850-3,957,629,629,625,11
595772-2,219,174,174,169,11
547166-1,581,336,336,334,11
539911-34,458,382,382,381,11
556084-1,133,93,93,93,11
547336-2,647,496,495,491,11
576026-1,396,268,268,266,11
567442-40,1112,659,659,656,11
554065-1,500,350,350,344,11
551066-4001,846,542,542,539,11
547107-12044,619,431,431,430,11
598810-10,730,422,422,420,11
579203-2,428,282,282,278,11
555398-1,767,527,526,525,11
547034-11033,772,549,549,544,11
535419-26,615,409,409,400,11
546003-3025,578,409,409,403,11
564567-28,672,475,475,472,11
582174-1,104,88,88,88,11
579157-2,93,77,77,76,11
535591-1,216,158,158,158,11
511382-36,781,520,520,516,11
545058-1,781,576,576,575,11
546135-11071,948,384,384,384,11
567141-1,427,295,295,294,11
549932-1,134,100,100,99,11
577600-1,82,73,73,73,11
597481-1,856,501,498,497,11
561380-14,701,475,475,473,11
502081-2014,1081,581,581,578,11
591416-1,137,100,100,100,11
589080-1,225,130,130,130,11
556734-1,235,162,162,160,11
550507-1,443,291,291,291,11
553026-1,336,242,242,239,11
580635-1,578,415,415,410,11
539414-2,766,539,539,533,11
562441-2,288,136,136,135,11
567639-2,748,510,510,509,11
530247-1,104,81,81,80,11
531791-1,410,322,322,321,11
553557-1,303,225,225,224,11
550671-3,917,497,496,492,11
500496-73,858,532,532,526,11
557072-5012,511,353,353,349,11
544841-7,878,624,624,622,11
590088-1,262,220,220,218,11
598917-9,681,374,373,368,11
535338-1,388,278,278,277,11
551007-13004,1095,706,700,699,11
542156-1,181,134,134,132,11
560146-1,72,54,54,53,11
500119-4013,656,477,477,473,11
573850-1,184,135,135,135,11
569119-1,413,322,322,320,11
579645-3,267,196,196,196,11
511382-28,549,336,336,335,11
562777-5,887,515,515,510,11
574554-1,494,390,390,385,11
550531-1,271,180,180,179,11
562882-12,929,325,325,315,11
541354-5,780,555,555,543,11
578347-2,776,575,575,570,11
538213-20007,725,544,544,534,11
565229-4,830,599,599,592,11
540846-3,82,53,53,52,11
564877-1,1312,903,902,894,11
544868-1,766,445,444,444,11
599051-18,932,578,577,577,11
500119-4122,689,469,469,469,11
583855-1,671,527,527,526,11
567523-1,1033,690,690,683,11
500143-5029,716,523,522,519,11
599191-14,742,479,479,477,11
500178-6028,599,488,488,485,11
535141-1,390,262,261,257,11
596213-1,128,114,114,113,11
568414-9,803,565,565,560,11
559709-1,363,274,274,270,11
577731-13,698,421,421,420,11
545881-8,375,238,238,236,11
550540-1,727,517,517,511,11
548031-1,609,426,425,424,11
590576-1,684,505,505,501,11
564117-5,317,221,221,219,11
567256-8,789,526,526,523,11
552194-1,149,101,101,101,11
533971-1,281,196,196,195,11
506320-2,333,253,253,253,11
544795-3,447,358,358,356,11
550141-1,299,219,219,217,11
551198-3018,891,626,626,619,11
588822-1,364,243,243,241,11
571971-1,101,74,74,74,11
585751-8,403,292,291,287,11
573868-8,1137,384,384,381,11
550442-3,464,329,328,324,11
532622-1,360,273,273,271,11
562190-1,109,83,83,83,11
589250-24,746,513,513,510,11
595683-1,69,48,48,48,11
546607-1,537,343,343,340,11
501298-3005,726,434,434,430,11
593788-1,541,395,395,390,11
567442-25,852,449,449,447,11
514055-7,119,80,80,80,11
549517-2,241,178,178,177,11
580961-1,708,487,487,481,11
593184-1,94,64,64,63,11
537357-1,1152,920,920,911,11
580015-5,305,205,205,203,11
545988-2019,456,328,328,325,11
511382-33,720,455,455,455,11
589489-1,371,255,255,250,11
546895-1,75,56,56,56,11
592307-1,344,250,248,245,11
593028-1,704,508,508,504,11
540862-1,870,582,582,565,11
586021-17,573,377,377,375,11
500224-10044,876,637,635,626,11
557781-3,81,41,41,40,11
546208-4019,779,567,567,563,11
573957-1,389,291,291,288,11
558371-2,837,612,610,609,11
594121-1,343,211,211,211,11
546224-15035,1196,784,784,781,11
588121-1,495,371,371,371,11
574511-1,242,162,162,159,11
532797-1,293,208,207,205,11
530166-2,106,70,70,70,11
585670-1,651,479,479,473,11
551074-8005,412,291,291,291,11
590746-1,496,374,374,371,11
535788-1,340,259,259,258,11
560367-2,1111,645,642,636,11
537683-10,816,640,640,626,11
570320-1,562,412,412,410,11
541621-1,355,222,222,221,11
541630-24,767,605,605,591,11
547034-11025,773,541,540,539,11
545058-5,409,308,308,306,11
599069-24,754,461,461,457,11
565091-1,248,200,200,197,11
574121-7,443,290,290,286,11
513695-1,99,78,78,77,11
557005-3,105,76,76,75,11
584291-17,916,611,611,604,11
546046-19015,382,259,259,259,11
536385-11,544,374,374,373,11
500208-8009,401,254,254,252,11
533921-3,129,88,88,87,11
574741-1,260,191,191,190,11
547387-15022,1246,931,931,927,11
573965-4,928,531,531,526,11
570419-1,281,217,216,213,11
598003-9,492,341,341,340,11
595641-1,621,439,439,435,11
573949-1,59,39,39,39,11
567892-1017,662,418,417,414,11
597741-1,177,124,123,122,11
582891-1,286,203,203,202,11
539759-2,192,154,154,154,11
567337-1,743,225,225,223,11
579564-1,611,460,460,452,11
533955-14,524,352,352,345,11
562262-1,1073,690,690,689,11
500143-5078,863,623,622,612,11
579211-1,688,440,440,439,11
547107-12020,718,540,540,534,11
560537-2,1293,869,869,852,11
555088-39,603,414,413,411,11
539694-13044,795,562,562,553,11
531596-2,294,221,221,220,11
564940-1,402,266,264,264,11
552046-39,815,630,630,625,11
570923-1,92,78,78,78,11
537748-1,477,332,332,331,11
537764-1,888,578,578,568,11
560472-6,660,422,420,416,11
595411-15,215,165,165,165,11
501751-2,306,232,232,232,11
569593-4,708,544,544,541,11
592676-1,648,467,467,466,11
507016-6,917,654,653,641,11
556882-1,471,381,381,379,11
574911-2,474,350,350,348,11
597996-7,93,78,78,76,11
563510-9,536,345,345,340,11
570508-8,176,121,121,121,11
536041-3,81,62,62,62,11
559351-4,170,119,119,119,11
586722-7,633,459,458,454,11
557463-1,312,217,217,216,11
545988-2017,585,398,397,394,11
537331-1,627,430,430,427,11
569348-1,336,215,215,213,11
569321-1,1281,928,928,924,11
582166-1,820,622,622,618,11
531324-2,846,610,610,605,11
550973-23055,552,363,362,362,11
592421-1,596,408,408,408,11
585891-1,1021,603,601,593,11
552178-1,368,279,279,277,11
562335-34,614,423,423,420,11
535524-1,141,104,104,102,11
545562-8,650,452,452,447,11
559695-2,544,415,415,410,11
578231-1,571,401,401,393,11
556921-2,87,73,73,73,11
598917-48,770,496,496,493,11
533165-20,705,431,431,426,11
582115-1,266,202,202,201,11
541281-2,484,359,359,359,11
540048-1,289,231,230,224,11
589250-5,741,512,512,509,11
529451-6,272,208,208,205,11
570966-2,93,61,61,61,11
582808-1,589,430,430,428,11
544256-55,785,512,512,511,11
554464-3,114,79,79,79,11
556335-2,55,48,47,46,11
513768-3,163,130,130,129,11
558389-3,950,662,661,659,11
551031-20003,775,588,587,584,11
573230-1,271,194,194,194,11
598135-1,895,690,690,686,11
586021-14,678,432,431,427,11
537519-1,233,188,188,187,11
506460-5,142,84,84,84,11
532347-1,1073,812,812,803,11
574121-11,567,385,384,384,11
574643-1,399,308,308,305,11
568759-1,1318,828,828,824,11
583952-5,1032,791,790,782,11
554235-20002,962,746,745,736,11
597783-6,540,348,348,343,11
505188-3,856,540,540,533,11
585114-5,200,122,122,118,11
593583-5,1026,698,695,688,11
554642-9,666,422,422,419,11
541656-17,191,139,139,137,11
549860-1,292,201,201,194,11
555321-2,645,336,336,335,11
541834-1,595,357,356,349,11
500224-10031,764,609,608,597,11
598640-1,44,32,32,32,11
532819-20,304,241,241,241,11
567442-31,729,493,493,489,11
550752-2,801,563,563,560,11
589250-6,807,585,584,582,11
557188-1,278,198,197,197,11
591181-2,831,606,606,602,11
566551-4,174,127,127,125,11
591165-1,300,217,217,216,11
564516-1,270,232,232,227,11
598046-1,754,523,521,516,11
553654-1,853,436,435,430,11
576069-14,455,345,345,339,11
500178-6016,528,396,396,390,11
535419-21,593,383,383,380,11
581836-1,145,112,112,111,11
539953-1,605,439,439,432,11
546003-3039,357,266,266,264,11
567779-4,1162,740,740,730,11
571539-2,976,644,644,641,11
586846-26,701,473,473,470,11
500054-1020,1910,724,724,717,11
558109-3,625,441,441,438,11
583472-1,258,189,188,186,11
595217-1,109,87,87,87,11
594695-1,74,42,42,42,11
544418-2,79,59,59,59,11
500216-9011,641,403,403,400,11
567027-31,822,471,471,468,11
598968-3,765,533,533,529,11
551422-18001,464,370,370,369,11
566616-8,209,120,120,117,11
569593-1,585,433,433,426,11
546224-15036,1108,727,727,723,11
567892-1031,515,326,325,325,11
566985-11,1235,425,424,423,11
573205-2,82,67,67,67,11
547263-4,105,86,86,86,11
596957-3,197,170,170,169,11
500496-46,792,572,572,566,11
595101-1,229,168,167,167,11
537217-1,361,258,258,258,11
562262-2,814,583,583,580,11
553166-3,357,259,259,257,11
564427-1,799,614,614,610,11
589250-44,346,252,252,247,11
563510-46,680,492,492,491,11
574210-1,870,650,650,643,11
570681-1,279,203,203,201,11
581917-1,771,472,472,471,11
577057-1,454,326,326,324,11
566055-1,258,182,182,182,11
552143-1,306,212,212,212,11
542784-2,880,606,606,603,11
579734-1,926,635,635,628,11
596973-4,707,495,495,488,11
560359-5,526,381,380,375,11
550787-5,584,432,432,429,11
559351-2,479,361,361,360,11
513750-17,109,77,77,77,11
546135-11023,736,407,407,405,11
596396-1,262,198,198,197,11
596884-1,553,402,402,401,11
545384-5,29,19,19,19,11
545970-1018,350,244,244,244,11
582336-1,480,343,343,338,11
598071-3,401,291,288,287,11
578096-1,700,446,446,444,11
555088-65,733,436,436,431,11
540757-2,764,539,538,533,11
540471-6,797,534,534,523,11
511382-18,782,530,530,527,11
551058-29002,798,390,390,390,11
584291-18,954,655,655,654,11
542679-1,1007,636,636,636,11
555321-13,487,314,314,310,11
565695-1,565,408,408,405,11
551147-11011,573,418,417,417,11
565555-7,615,418,418,416,11
551007-13009,1124,799,798,793,11
535800-1,423,278,277,275,11
541168-3,184,125,125,125,11
516694-1,586,426,425,419,11
529613-1,299,165,165,164,11
598917-47,683,412,412,409,11
542113-1,370,260,260,258,11
500224-10024,739,580,580,575,11
588610-2,117,87,87,86,11
599344-2,860,635,632,628,11
538221-2,419,314,314,307,11
599808-5,696,483,483,478,11
577545-1,477,348,347,340,11
569810-32,944,730,730,728,11
587389-1,156,118,118,117,11
597180-7,651,368,367,363,11
578185-1,845,528,527,523,11
586021-8,794,489,489,482,11
596892-1,83,62,62,61,11
567442-35,724,518,517,509,11
556904-26,812,539,539,534,11
550493-1,116,73,73,72,11
598721-1,203,156,156,155,11
554481-5,708,312,312,312,11
579327-1,481,298,298,290,11
599948-2,595,413,413,412,11
523704-21,686,414,414,408,11
500119-4024,772,551,550,548,11
557722-1,252,165,165,164,11
582557-1,213,161,161,160,11
573965-6,625,476,475,470,11
579858-2,965,723,723,719,11
500143-5045,699,508,507,501,11
546046-19027,622,406,406,404,11
500216-9016,754,568,568,566,11
532860-7,292,200,200,200,11
560685-1,919,504,504,498,11
576522-1,139,101,101,101,11
598003-41,812,512,512,512,11
561151-1,494,280,280,279,11
581062-1,444,351,351,350,11
589837-1,280,196,196,191,11
565644-1,433,303,303,302,11
504785-1,1101,743,743,729,11
598810-28,812,454,448,448,11
568414-12,454,320,320,319,11
535087-15,874,615,615,612,11
586846-48,146,112,112,112,11
546968-1,238,172,171,167,11
566365-1,194,147,147,146,11
549509-3,52,38,38,37,11
589276-1,291,202,202,202,11
500186-7028,702,544,544,537,11
554227-23006,1118,371,371,368,11
588296-2,1312,991,991,984,11
566926-1,169,116,116,116,11
593800-1,328,214,214,213,11
556254-2,796,541,541,537,11
553425-7,778,530,530,530,11
588598-1,236,178,178,178,11
587028-2,695,477,477,475,11
576069-11,930,644,644,642,11
550973-23065,622,406,406,405,11
546003-3054,321,250,250,250,11
533424-1,766,538,538,534,11
567248-1,179,112,112,109,11
567892-1023,770,517,504,501,11
598011-2,578,427,427,423,11
537004-1,935,724,724,713,11
500496-29,637,426,424,421,11
547107-12046,730,502,501,496,11
549886-1,95,70,70,70,11
546135-11037,839,517,517,516,11
596531-1,467,353,353,350,11
544302-4,188,142,142,142,11
571245-1,339,272,272,270,11
575682-2,258,216,216,211,11
571491-2,456,350,350,346,11
542814-1,1593,1133,1133,1108,11
563404-1,878,293,291,289,11
500178-6010,660,471,471,466,11
539155-2,247,195,194,194,11
542458-1,283,172,172,171,11
505081-1,1088,783,783,772,11
538728-14,424,347,347,342,11
565717-3,257,182,182,181,11
506460-3,121,87,87,87,11
535672-8,131,108,108,108,11
547514-1,149,113,113,113,11
500119-4067,604,418,418,409,11
534005-1,1090,791,791,782,11
576051-1,627,476,476,475,11
578894-1,397,299,299,299,11
541427-1,453,356,356,355,11
549703-2,63,48,48,48,11
574333-1,98,77,77,77,11
570869-1,688,419,419,414,11
545724-1,501,334,334,332,11
549461-1,714,521,521,517,11
594521-1,70,54,54,54,11
542563-1,224,155,155,151,11
588024-6,492,375,375,374,11
559776-1,1040,746,746,739,11
573612-1,240,170,170,170,11
562335-32,921,587,587,580,11
568350-1,1346,965,965,957,11
545201-1,891,434,434,432,11
544281-3,356,251,251,251,11
598933-22,726,531,531,531,11
590886-1,403,295,294,292,11
551309-24005,271,188,188,187,11
550213-1,644,476,476,473,11
555797-3,60,49,49,48,11
590495-1,171,131,131,129,11
590754-6,173,125,125,125,11
563099-6,988,605,605,603,11
583421-1,746,550,549,549,11
577731-14,682,492,492,488,11
567639-9,1036,306,306,306,11
534099-2,289,202,202,201,11
563129-7,910,506,506,500,11
552046-3,729,448,448,443,11
538213-20011,1050,815,815,809,11
560260-4,44,32,32,32,11
574465-1,509,376,376,372,11
567442-8,776,507,507,506,11
541630-19,893,591,591,584,11
555088-21,701,401,399,399,11
580031-7,711,508,508,504,11
534692-1,380,268,268,268,11
544256-52,885,606,606,602,11
511382-40,587,389,389,385,11
559521-3,897,645,645,642,11
567892-1037,1084,814,814,812,11
592731-2,944,689,689,686,11
576361-5,472,328,328,325,11
500224-10047,693,493,493,486,11
551091-22002,770,569,566,561,11
531944-1,956,685,685,676,11
570656-1,492,368,367,366,11
594466-1,295,202,202,200,11
573833-1,190,115,115,114,11
549673-1,609,412,410,408,11
541079-3,84,66,66,66,11
530484-1,448,337,337,336,11
507920-1,744,556,554,552,11
553263-1,233,169,169,168,11
593702-1,234,173,173,173,11
595659-1,150,101,101,101,11
567566-1,892,588,588,582,11
599701-2,788,471,471,465,11
589276-2,128,105,105,104,11
512176-1,1481,1019,1019,1009,11
582841-1,901,750,749,745,11
599921-4,908,636,636,630,11
591181-3,862,487,487,487,11
552909-1,502,273,273,272,11
529842-2,182,111,111,109,11
549231-2,872,630,630,624,11
530409-1,249,180,180,179,11
562238-1,93,68,68,68,11
548472-1,682,497,497,497,11
561029-1,115,75,75,75,11
581011-1,144,110,110,109,11
590789-1,876,548,548,546,11
539911-27,604,410,410,405,11
554481-20,625,409,409,409,11
585092-1,591,440,440,436,11
576883-5,639,427,426,425,11
594911-1,485,319,319,317,11
598917-56,729,520,520,515,11
561860-5,602,360,360,359,11
560715-10,542,349,349,347,11
546208-4017,596,417,415,410,11
530662-1,124,87,87,86,11
536148-2,853,516,516,504,11
559059-1,821,537,537,534,11
554111-1,557,318,318,317,11
562971-28,767,382,382,377,11
563510-14,720,487,486,486,11
511382-29,615,327,327,326,11
565555-4,616,454,454,450,11
500089-2040,554,368,367,363,11
500496-60,627,382,382,376,11
588172-1,732,522,522,520,11
598003-27,640,443,441,438,11
567027-11,864,503,503,497,11
597520-13,717,468,467,462,11
549720-1,782,601,601,593,11
575577-1,549,399,399,393,11
532185-1,568,409,409,404,11
550744-3,919,633,630,626,11
589250-18,833,555,555,551,11
545058-22,884,569,569,565,11
555126-2013,820,622,622,619,11
535443-2,962,597,594,586,11
539694-13051,650,480,480,473,11
588695-1,304,192,192,191,11
545970-1044,545,403,403,401,11
539333-6,281,208,208,207,11
563820-7,70,55,55,54,11
556718-1,406,285,285,284,11
544256-5,735,500,500,494,11
591041-1,324,254,254,254,11
536385-2,633,445,445,443,11
565458-2,195,145,145,143,11
533688-1,396,262,262,262,11
562408-1,521,369,369,365,11
514802-1,197,140,140,140,11
561479-3,1320,788,788,784,11
539945-1,229,171,171,169,11
503444-14,178,135,135,131,11
566667-2,44,40,40,40,11
579891-9,515,385,385,384,11
531529-1,243,148,148,147,11
555321-22,488,329,328,327,11
549240-6,665,432,431,427,11
563927-1,29,19,19,19,11
500143-5041,659,421,420,416,11
554537-18003,528,321,321,307,11
573922-5,775,449,448,447,11
576450-2,238,187,187,185,11
535419-22,581,268,268,268,11
545201-6,524,350,350,346,11
592731-10,792,558,558,556,11
556904-64,1077,837,837,825,11
547034-11044,890,656,656,648,11
580074-1,544,373,373,373,11
577430-1,357,270,270,270,11
502081-2017,848,464,464,464,11
539414-1,1011,676,676,670,11
568988-4,737,490,490,487,11
555592-1,480,321,321,320,11
578584-2,536,408,408,405,11
589250-25,753,558,557,556,11
571229-1,158,113,113,113,11
578355-1,783,617,617,610,11
547174-17012,893,674,671,667,11
545392-14,774,497,495,493,11
553271-1,595,341,341,336,11
559016-1,71,61,61,61,11
590827-1,154,115,115,115,11
568635-2,929,653,652,648,11
585068-52,510,387,387,385,11
565709-10,233,154,154,152,11
545171-5,676,475,475,473,11
537331-3,579,451,451,447,11
546003-3043,121,79,79,77,11
556734-2,84,61,61,60,11
559491-2,1153,837,837,832,11
513512-1,254,207,207,206,11
560405-1,115,76,76,76,11
590088-2,164,122,121,117,11
536008-1,621,436,436,427,11
568104-2,409,298,298,298,11
581461-1,194,154,154,154,11
556831-2,1027,675,675,670,11
549894-1,58,43,43,43,11
551112-17004,799,571,571,568,11
590665-1,59,53,53,51,11
564869-1,431,342,341,339,11
547492-15,168,135,135,134,11
553913-1,640,404,404,402,11
566985-18,704,402,402,401,11
545058-17,529,401,401,400,11
542008-1,100,62,62,61,11
550973-23004,599,359,358,354,11
570010-1,136,109,109,108,11
